run,informative_lh,prior,lh,left_pred,red_observation
68,False,0.7,0.4,0.5,False
69,False,0.1,0.5,0.1,False
70,False,0.9,0.4,0.6,True
71,False,0.8,0.4,0.6,True
72,False,0.7,0.5,0.7,True
73,False,0.1,0.6,0.2,False
74,False,0.1,0.5,0.1,True
75,False,0.3,0.5,0.7,True
76,False,0.8,0.4,0.6,True
77,False,0.09999999999999998,0.6,0.2,False
78,False,0.2,0.4,0.2,True
79,False,0.3,0.6,0.3,False
80,False,0.2,0.4,0.3,True
81,False,0.3,0.4,0.7,False
82,False,0.2,0.5,0.2,False
83,False,0.7,0.6,0.7,True
84,False,0.7,0.5,0.7,False
85,False,0.3,0.4,0.5,True
86,False,0.7,0.5,0.7,True
87,False,0.8,0.4,0.6,True
88,False,0.1,0.5,0.1,False
89,False,0.1,0.5,0.1,True
90,False,0.1,0.6,0.2,False
91,False,0.2,0.6,0.2,True
92,False,0.1,0.5,0.1,True
93,False,0.2,0.4,0.2,True
94,False,0.8,0.6,0.6,True
95,False,0.8,0.6,0.6,False
96,False,0.9,0.5,0.9,False
97,False,0.1,0.4,0.2,True
98,False,0.2,0.5,0.2,True
99,False,0.7,0.4,0.5,False
100,True,0.5,0.30000000000000004,0.6,False
100,False,0.7,0.6,0.7,False
101,True,0.5,0.30000000000000004,0.6,False
101,False,0.8,0.5,0.8,False
102,True,0.6,0.9,0.4,False
102,False,0.8,0.4,0.67,False
103,True,0.6,0.9,0.6,True
103,False,0.2,0.6,0.67,True
104,True,0.6,0.19999999999999996,0.67,False
104,False,0.7,0.5,0.7,False
105,True,0.6,0.9,0.6,True
105,False,0.3,0.4,0.7,False
106,True,0.5,0.09999999999999998,0.64,False
106,False,0.1,0.6,0.2,True
107,True,0.5,0.8,0.67,False
107,False,0.3,0.5,0.3,False
108,True,0.5,0.1,0.5,True
108,False,0.9,0.5,0.9,False
109,True,0.5,0.9,0.1,False
109,False,0.9,0.4,0.67,False
110,True,0.6,0.8,0.75,True
110,False,0.2,0.5,0.2,False
111,True,0.4,0.9,0.44,True
111,False,0.7,0.5,0.7,True
112,True,0.5,0.7,0.7,False
112,False,0.8,0.4,0.67,False
113,True,0.6,0.3,0.6,True
113,False,0.1,0.5,0.1,False
114,True,0.4,0.2,0.2,True
114,False,0.8,0.5,0.8,False
115,True,0.5,0.9,0.1,False
115,False,0.3,0.4,0.58,True
116,True,0.4,0.7,0.6,False
116,False,0.2,0.6,0.25,True
117,True,0.6,0.30000000000000004,0.6,False
117,False,0.9,0.6,0.6,False
118,True,0.6,0.2,0.6,True
118,False,0.3,0.5,0.3,True
119,True,0.6,0.8,0.67,False
119,False,0.7,0.6,0.6,True
120,True,0.4,0.3,0.6,True
120,False,0.3,0.6,0.33,True
121,True,0.4,0.30000000000000004,0.6,False
121,False,0.1,0.5,0.1,True
122,True,0.5,0.30000000000000004,0.6,False
122,False,0.2,0.5,0.2,True
123,True,0.4,0.1,0.44,True
123,False,0.9,0.6,0.6,True
124,True,0.5,0.09999999999999998,0.5,False
124,False,0.9,0.6,0.75,True
125,True,0.5,0.1,0.5,True
125,False,0.3,0.5,0.3,False
126,True,0.4,0.9,0.4,False
126,False,0.8,0.5,0.8,True
127,True,0.6,0.19999999999999996,0.67,False
127,False,0.7,0.5,0.7,True
128,True,0.5,0.2,0.2,True
128,False,0.8,0.5,0.8,True
129,True,0.6,0.7,0.7,True
129,False,0.2,0.6,0.25,False
130,True,0.5,0.8,0.67,True
130,False,0.3,0.6,0.6,True
131,True,0.4,0.1,0.4,True
131,False,0.7,0.5,0.7,False
132,True,0.4,0.7,0.33,False
132,False,0.9,0.5,0.9,False
133,True,0.6,0.09999999999999998,0.6,False
133,False,0.1,0.6,0.2,False
134,True,0.4,0.3,0.6,True
134,False,0.7,0.5,0.7,False
135,True,0.5,0.8,0.67,True
135,False,0.3,0.5,0.3,True
136,True,0.5,0.7,0.7,False
136,False,0.7,0.5,0.7,False
137,True,0.5,0.19999999999999996,0.67,False
137,False,0.8,0.6,0.67,True
138,True,0.4,0.8,0.67,True
138,False,0.2,0.5,0.2,False
139,True,0.5,0.8,0.67,False
139,False,0.8,0.5,0.8,False
140,True,0.5,0.30000000000000004,0.6,False
140,False,0.3,0.5,0.3,False
141,True,0.5,0.30000000000000004,0.6,False
141,False,0.8,0.5,0.8,False
142,True,0.5,0.8,0.67,False
142,False,0.9,0.5,0.9,False
143,True,0.5,0.2,0.2,True
143,False,0.3,0.4,0.58,True
144,True,0.5,0.3,0.6,True
144,False,0.9,0.4,0.6,True
145,True,0.5,0.7,0.7,True
145,False,0.8,0.5,0.8,False
146,True,0.5,0.09999999999999998,0.64,False
146,False,0.8,0.5,0.8,False
147,True,0.6,0.1,0.6,True
147,False,0.3,0.5,0.3,False
148,True,0.5,0.8,0.67,True
148,False,0.8,0.5,0.8,True
149,True,0.4,0.3,0.43,True
149,False,0.8,0.4,0.67,False
150,True,0.4,0.09999999999999998,0.44,False
150,False,0.3,0.5,0.3,False
151,True,0.5,0.2,0.2,True
151,False,0.7,0.5,0.7,True
152,True,0.5,0.8,0.67,True
152,False,0.1,0.4,0.2,True
153,True,0.5,0.1,0.1,True
153,False,0.3,0.5,0.3,False
154,True,0.5,0.8,0.67,False
154,False,0.1,0.5,0.1,False
155,True,0.4,0.9,0.44,False
155,False,0.1,0.5,0.1,False
156,True,0.5,0.8,0.67,True
156,False,0.3,0.6,0.58,True
157,True,0.4,0.8,0.33,True
157,False,0.9,0.5,0.9,False
158,True,0.6,0.2,0.6,True
158,False,0.8,0.6,0.67,True
159,True,0.5,0.8,0.67,True
159,False,0.8,0.6,0.67,False
160,True,0.6,0.30000000000000004,0.6,False
160,False,0.9,0.5,0.9,True
161,True,0.5,0.09999999999999998,0.5,False
161,False,0.9,0.5,0.9,True
162,True,0.6,0.9,0.6,True
162,False,0.1,0.5,0.1,True
163,True,0.5,0.09999999999999998,0.9,False
163,False,0.8,0.5,0.8,True
164,True,0.5,0.1,0.5,True
164,False,0.7,0.4,0.58,False
165,True,0.6,0.09999999999999998,0.6,False
165,False,0.7,0.4,0.58,False
166,True,0.5,0.8,0.67,False
166,False,0.3,0.6,0.6,True
167,True,0.6,0.09999999999999998,0.6,False
167,False,0.3,0.5,0.7,True
168,True,0.5,0.1,0.5,True
168,False,0.8,0.5,0.8,False
169,True,0.5,0.1,0.5,True
169,False,0.1,0.4,0.2,True
170,True,0.4,0.19999999999999996,0.33,False
170,False,0.9,0.5,0.9,True
171,True,0.6,0.9,0.4,False
171,False,0.8,0.5,0.8,False
172,True,0.6,0.8,0.67,True
172,False,0.2,0.5,0.2,True
173,True,0.6,0.09999999999999998,0.6,False
173,False,0.1,0.5,0.1,False
174,True,0.4,0.8,0.33,True
174,False,0.3,0.6,0.33,True
175,True,0.5,0.1,0.5,True
175,False,0.9,0.5,0.9,True
176,True,0.5,0.7,0.58,True
176,False,0.1,0.4,0.2,False
177,True,0.5,0.7,0.7,False
177,False,0.2,0.4,0.33,True
178,True,0.4,0.30000000000000004,0.6,False
178,False,0.9,0.5,0.9,False
179,True,0.5,0.7,0.7,False
179,False,0.9,0.5,0.9,False
180,True,0.5,0.3,0.6,True
180,False,0.7,0.5,0.7,False
181,True,0.6,0.9,0.2,False
181,False,0.3,0.5,0.3,False
182,True,0.5,0.30000000000000004,0.7,False
182,False,0.2,0.6,0.25,True
183,True,0.6,0.7,0.6,False
183,False,0.1,0.6,0.2,True
184,True,0.4,0.30000000000000004,0.6,False
184,False,0.3,0.4,0.7,False
185,True,0.6,0.8,0.67,False
185,False,0.8,0.6,0.67,True
186,True,0.6,0.8,0.75,True
186,False,0.2,0.5,0.2,True
187,True,0.4,0.8,0.25,False
187,False,0.7,0.5,0.7,True
188,True,0.5,0.1,0.5,True
188,False,0.8,0.4,0.67,True
189,True,0.6,0.09999999999999998,0.6,False
189,False,0.8,0.5,0.8,True
190,True,0.4,0.8,0.33,True
190,False,0.9,0.5,0.9,True
191,True,0.6,0.9,0.6,True
191,False,0.3,0.4,0.58,True
192,True,0.5,0.9,0.64,True
192,False,0.1,0.6,0.2,False
193,True,0.5,0.30000000000000004,0.6,False
193,False,0.9,0.5,0.9,True
194,True,0.6,0.7,0.7,True
194,False,0.8,0.6,0.67,False
195,True,0.5,0.8,0.2,False
195,False,0.8,0.6,0.67,False
196,True,0.6,0.2,0.67,True
196,False,0.7,0.5,0.7,True
197,True,0.5,0.2,0.2,True
197,False,0.8,0.5,0.8,True
198,True,0.4,0.8,0.25,False
198,False,0.1,0.5,0.1,False
199,True,0.5,0.30000000000000004,0.6,False
199,False,0.9,0.5,0.9,False
200,True,0.4,0.2,0.33,True
200,False,0.1,0.4,0.2,True
201,True,0.5,0.8,0.67,True
201,False,0.7,0.6,0.6,False
202,True,0.5,0.7,0.58,False
202,False,0.3,0.5,0.3,True
203,True,0.4,0.1,0.44,True
203,False,0.3,0.6,0.58,True
204,True,0.6,0.09999999999999998,0.6,False
204,False,0.3,0.4,0.43,False
205,True,0.5,0.8,0.67,False
205,False,0.09999999999999998,0.6,0.2,False
206,True,0.5,0.9,0.64,True
206,False,0.8,0.6,0.67,True
207,True,0.6,0.7,0.6,False
207,False,0.1,0.5,0.1,False
208,True,0.4,0.2,0.2,True
208,False,0.1,0.4,0.2,False
209,True,0.5,0.9,0.64,True
209,False,0.3,0.5,0.3,False
210,True,0.5,0.7,0.7,True
210,False,0.7,0.6,0.6,True
211,True,0.4,0.8,0.33,False
211,False,0.2,0.6,0.25,True
212,True,0.4,0.3,0.43,True
212,False,0.7,0.6,0.6,True
213,True,0.5,0.3,0.6,True
213,False,0.7,0.4,0.58,True
214,True,0.6,0.1,0.6,True
214,False,0.3,0.5,0.7,True
215,True,0.6,0.7,0.6,False
215,False,0.09999999999999998,0.4,0.2,False
216,True,0.4,0.7,0.67,False
216,False,0.1,0.6,0.2,False
217,True,0.4,0.8,0.33,True
217,False,0.1,0.5,0.1,False
218,True,0.4,0.9,0.44,False
218,False,0.1,0.4,0.2,False
219,True,0.5,0.1,0.1,True
219,False,0.1,0.4,0.33,True
220,True,0.5,0.1,0.5,True
220,False,0.1,0.6,0.2,True
221,True,0.5,0.7,0.7,True
221,False,0.7,0.6,0.7,False
222,True,0.6,0.19999999999999996,0.67,False
222,False,0.7,0.5,0.7,True
223,True,0.4,0.8,0.33,False
223,False,0.9,0.6,0.75,True
224,True,0.5,0.9,0.64,True
224,False,0.9,0.6,0.75,False
225,True,0.5,0.2,0.2,True
225,False,0.7,0.5,0.7,True
226,True,0.5,0.19999999999999996,0.67,False
226,False,0.3,0.5,0.3,False
227,True,0.5,0.9,0.64,True
227,False,0.9,0.6,0.6,True
228,True,0.5,0.7,0.58,False
228,False,0.7,0.5,0.7,True
229,True,0.5,0.7,0.7,True
229,False,0.7,0.5,0.7,True
230,True,0.4,0.7,0.33,False
230,False,0.2,0.4,0.67,False
231,True,0.6,0.1,0.6,True
231,False,0.8,0.6,0.67,False
232,True,0.5,0.8,0.67,False
232,False,0.8,0.5,0.8,False
233,True,0.5,0.2,0.2,True
233,False,0.2,0.4,0.33,False
234,True,0.4,0.9,0.44,False
234,False,0.2,0.4,0.33,True
235,True,0.6,0.09999999999999998,0.6,False
235,False,0.1,0.5,0.1,False
236,True,0.6,0.9,0.6,True
236,False,0.1,0.4,0.33,True
237,True,0.5,0.09999999999999998,0.5,False
237,False,0.1,0.5,0.1,False
238,True,0.5,0.09999999999999998,0.64,False
238,False,0.7,0.4,0.7,True
239,True,0.5,0.30000000000000004,0.7,False
239,False,0.8,0.5,0.8,False
240,True,0.5,0.09999999999999998,0.5,False
240,False,0.2,0.6,0.25,False
241,True,0.6,0.1,0.6,True
241,False,0.9,0.6,0.75,True
242,True,0.5,0.1,0.5,True
242,False,0.3,0.5,0.7,True
243,True,0.5,0.1,0.1,True
243,False,0.2,0.5,0.2,True
244,True,0.5,0.2,0.2,True
244,False,0.3,0.4,0.7,False
245,True,0.4,0.7,0.47,True
245,False,0.1,0.5,0.1,True
246,True,0.6,0.30000000000000004,0.6,False
246,False,0.1,0.5,0.1,False
247,True,0.4,0.1,0.4,True
247,False,0.3,0.4,0.43,False
248,True,0.5,0.7,0.58,False
248,False,0.3,0.5,0.3,False
249,True,0.5,0.19999999999999996,0.67,False
249,False,0.3,0.6,0.58,True
250,True,0.4,0.9,0.4,False
250,False,0.3,0.4,0.7,False
251,True,0.5,0.9,0.64,True
251,False,0.9,0.5,0.9,True
252,True,0.4,0.7,0.47,True
252,False,0.7,0.4,0.58,False
253,True,0.4,0.09999999999999998,0.6,False
253,False,0.1,0.4,0.2,True
254,True,0.5,0.09999999999999998,0.9,False
254,False,0.1,0.5,0.1,True
255,True,0.5,0.3,0.6,True
255,False,0.8,0.4,0.67,False
256,True,0.6,0.30000000000000004,0.6,False
256,False,0.7,0.5,0.7,False
257,True,0.4,0.7,0.47,True
257,False,0.2,0.4,0.33,False
258,True,0.6,0.8,0.6,False
258,False,0.7,0.4,0.58,False
259,True,0.4,0.7,0.6,True
259,False,0.3,0.5,0.3,False
260,True,0.5,0.8,0.67,False
260,False,0.7,0.5,0.7,False
261,True,0.4,0.30000000000000004,0.43,False
261,False,0.2,0.4,0.67,False
262,True,0.5,0.8,0.67,False
262,False,0.3,0.5,0.3,True
263,True,0.6,0.19999999999999996,0.67,False
263,False,0.3,0.6,0.33,True
264,True,0.5,0.3,0.6,True
264,False,0.8,0.4,0.67,True
265,True,0.4,0.3,0.6,True
265,False,0.7,0.5,0.7,False
266,True,0.5,0.3,0.6,True
266,False,0.9,0.4,0.67,False
267,True,0.5,0.7,0.7,True
267,False,0.1,0.5,0.1,True
268,True,0.5,0.09999999999999998,0.5,False
268,False,0.1,0.5,0.1,False
269,True,0.4,0.8,0.67,True
269,False,0.8,0.4,0.67,True
270,True,0.4,0.9,0.44,False
270,False,0.7,0.4,0.64,False
271,True,0.5,0.8,0.2,False
271,False,0.8,0.5,0.8,True
272,True,0.4,0.7,0.6,False
272,False,0.2,0.5,0.2,False
273,True,0.5,0.8,0.67,False
273,False,0.2,0.4,0.33,True
274,True,0.4,0.8,0.33,False
274,False,0.7,0.4,0.64,True
275,True,0.5,0.8,0.67,True
275,False,0.1,0.6,0.2,False
276,True,0.6,0.7,0.7,True
276,False,0.7,0.4,0.64,False
277,True,0.6,0.19999999999999996,0.67,False
277,False,0.9,0.5,0.9,False
278,True,0.5,0.9,0.64,True
278,False,0.9,0.5,0.9,False
279,True,0.6,0.09999999999999998,0.6,False
279,False,0.3,0.4,0.33,False
280,True,0.4,0.9,0.4,True
280,False,0.1,0.5,0.1,False
281,True,0.6,0.30000000000000004,0.6,False
281,False,0.3,0.5,0.3,True
282,True,0.4,0.7,0.6,True
282,False,0.7,0.5,0.7,True
283,True,0.5,0.30000000000000004,0.6,False
283,False,0.7,0.5,0.7,False
284,True,0.4,0.8,0.25,True
284,False,0.3,0.5,0.3,False
285,True,0.5,0.7,0.58,True
285,False,0.2,0.6,0.67,True
286,True,0.5,0.2,0.67,True
286,False,0.1,0.5,0.1,True
287,True,0.5,0.9,0.1,False
287,False,0.7,0.4,0.58,False
288,True,0.5,0.8,0.67,False
288,False,0.8,0.4,0.67,True
289,True,0.5,0.3,0.6,True
289,False,0.7,0.4,0.64,False
290,True,0.4,0.09999999999999998,0.44,False
290,False,0.9,0.5,0.9,True
291,True,0.6,0.9,0.6,False
291,False,0.9,0.5,0.9,False
292,True,0.5,0.7,0.7,True
292,False,0.2,0.4,0.33,True
293,True,0.4,0.7,0.6,True
293,False,0.8,0.4,0.67,True
294,True,0.4,0.2,0.2,True
294,False,0.9,0.4,0.67,True
295,True,0.5,0.3,0.6,True
295,False,0.3,0.6,0.33,False
296,True,0.4,0.2,0.33,True
296,False,0.9,0.6,0.75,True
297,True,0.6,0.2,0.6,True
297,False,0.8,0.6,0.67,False
298,True,0.6,0.9,0.2,False
298,False,0.7,0.5,0.7,False
299,True,0.5,0.8,0.67,False
299,False,0.8,0.4,0.67,False
300,True,0.5,0.8,0.67,True
300,False,0.9,0.5,0.9,True
301,True,0.6,0.19999999999999996,0.6,False
301,False,0.7,0.5,0.7,False
302,True,0.6,0.3,0.6,True
302,False,0.1,0.5,0.1,False
303,True,0.5,0.9,0.1,False
303,False,0.3,0.4,0.43,False
304,True,0.6,0.09999999999999998,0.6,False
304,False,0.3,0.4,0.25,False
305,True,0.4,0.30000000000000004,0.43,False
305,False,0.9,0.5,0.9,True
306,True,0.4,0.7,0.47,True
306,False,0.7,0.6,0.7,True
307,True,0.4,0.9,0.4,False
307,False,0.1,0.5,0.1,True
308,True,0.4,0.2,0.2,True
308,False,0.1,0.4,0.2,True
309,True,0.4,0.8,0.25,False
309,False,0.3,0.5,0.7,False
310,True,0.6,0.19999999999999996,0.6,False
310,False,0.1,0.5,0.1,False
311,True,0.5,0.9,0.9,True
311,False,0.2,0.4,0.2,False
312,True,0.4,0.7,0.6,True
312,False,0.8,0.4,0.67,False
313,True,0.6,0.3,0.6,True
313,False,0.2,0.4,0.33,True
314,True,0.5,0.30000000000000004,0.6,False
314,False,0.9,0.5,0.9,False
315,True,0.6,0.09999999999999998,0.6,False
315,False,0.9,0.5,0.9,True
316,True,0.5,0.7,0.7,True
316,False,0.3,0.5,0.3,False
317,True,0.4,0.1,0.44,True
317,False,0.3,0.6,0.58,False
318,True,0.5,0.9,0.1,False
318,False,0.7,0.4,0.7,True
319,True,0.5,0.19999999999999996,0.67,False
319,False,0.1,0.5,0.1,True
320,True,0.6,0.8,0.6,False
320,False,0.1,0.5,0.1,False
321,True,0.6,0.8,0.6,True
321,False,0.7,0.5,0.7,False
322,True,0.5,0.7,0.7,False
322,False,0.8,0.5,0.8,False
323,True,0.4,0.19999999999999996,0.33,False
323,False,0.8,0.5,0.8,True
324,True,0.4,0.3,0.6,True
324,False,0.7,0.5,0.7,True
325,True,0.5,0.7,0.7,True
325,False,0.7,0.5,0.7,True
326,True,0.4,0.8,0.33,False
326,False,0.1,0.6,0.2,True
327,True,0.5,0.3,0.6,True
327,False,0.2,0.5,0.2,False
328,True,0.6,0.09999999999999998,0.6,False
328,False,0.9,0.5,0.9,False
329,True,0.6,0.1,0.6,True
329,False,0.9,0.5,0.9,False
330,True,0.5,0.1,0.5,True
330,False,0.7,0.5,0.7,True
331,True,0.4,0.3,0.6,True
331,False,0.8,0.6,0.67,False
332,True,0.5,0.7,0.7,True
332,False,0.7,0.6,0.67,False
333,True,0.5,0.2,0.2,True
333,False,0.3,0.4,0.33,True
334,True,0.4,0.8,0.33,False
334,False,0.7,0.5,0.7,True
335,True,0.5,0.09999999999999998,0.9,False
335,False,0.7,0.5,0.7,True
336,True,0.4,0.2,0.33,True
336,False,0.7,0.5,0.7,False
337,True,0.6,0.7,0.6,False
337,False,0.9,0.4,0.82,True
338,True,0.5,0.8,0.67,False
338,False,0.1,0.5,0.1,False
339,True,0.6,0.30000000000000004,0.6,False
339,False,0.3,0.6,0.33,True
340,True,0.4,0.2,0.25,True
340,False,0.9,0.6,0.75,True
341,True,0.5,0.1,0.5,True
341,False,0.7,0.4,0.58,False
342,True,0.5,0.09999999999999998,0.5,False
342,False,0.2,0.6,0.25,False
343,True,0.5,0.9,0.1,False
343,False,0.1,0.5,0.1,True
344,True,0.5,0.3,0.6,True
344,False,0.7,0.5,0.7,False
345,True,0.6,0.9,0.4,False
345,False,0.9,0.4,0.67,False
346,True,0.6,0.7,0.6,False
346,False,0.1,0.4,0.2,True
347,True,0.4,0.3,0.6,True
347,False,0.8,0.6,0.67,True
348,True,0.6,0.19999999999999996,0.67,False
348,False,0.3,0.4,0.7,False
349,True,0.6,0.30000000000000004,0.6,False
349,False,0.2,0.5,0.2,False
350,True,0.6,0.8,0.6,True
350,False,0.1,0.6,0.2,False
351,True,0.6,0.19999999999999996,0.67,False
351,False,0.1,0.5,0.1,False
352,True,0.5,0.1,0.5,True
352,False,0.7,0.5,0.7,True
353,True,0.4,0.3,0.6,True
353,False,0.8,0.4,0.67,True
354,True,0.5,0.09999999999999998,0.5,False
354,False,0.1,0.5,0.1,True
355,True,0.5,0.7,0.7,False
355,False,0.9,0.5,0.9,True
356,True,0.5,0.7,0.7,True
356,False,0.9,0.6,0.6,True
357,True,0.4,0.8,0.25,False
357,False,0.8,0.5,0.8,False
358,True,0.5,0.1,0.5,True
358,False,0.9,0.5,0.9,True
359,True,0.6,0.1,0.6,True
359,False,0.1,0.5,0.1,True
360,True,0.6,0.30000000000000004,0.6,False
360,False,0.8,0.6,0.67,True
361,True,0.5,0.7,0.7,False
361,False,0.8,0.5,0.8,False
362,True,0.5,0.19999999999999996,0.67,False
362,False,0.2,0.5,0.2,True
363,True,0.4,0.9,0.4,True
363,False,0.7,0.5,0.7,True
364,True,0.5,0.7,0.7,False
364,False,0.2,0.4,0.2,False
365,True,0.6,0.9,0.6,False
365,False,0.2,0.6,0.25,True
366,True,0.6,0.8,0.6,True
366,False,0.9,0.5,0.9,False
367,True,0.5,0.7,0.7,False
367,False,0.9,0.6,0.6,False
368,True,0.5,0.9,0.64,True
368,False,0.9,0.5,0.9,False
369,True,0.6,0.9,0.6,True
369,False,0.1,0.5,0.1,False
370,True,0.5,0.1,0.1,True
370,False,0.8,0.4,0.67,True
371,True,0.5,0.7,0.7,False
371,False,0.3,0.6,0.33,True
372,True,0.5,0.30000000000000004,0.6,False
372,False,0.2,0.5,0.2,True
373,True,0.4,0.8,0.25,True
373,False,0.7,0.4,0.64,True
374,True,0.4,0.19999999999999996,0.25,False
374,False,0.1,0.5,0.1,False
375,True,0.5,0.3,0.6,True
375,False,0.7,0.5,0.7,True
376,True,0.5,0.9,0.1,False
376,False,0.7,0.5,0.7,False
377,True,0.6,0.3,0.6,True
377,False,0.9,0.5,0.9,True
378,True,0.5,0.7,0.7,False
378,False,0.8,0.5,0.8,False
379,True,0.5,0.7,0.7,False
379,False,0.8,0.6,0.67,True
380,True,0.5,0.8,0.67,False
380,False,0.2,0.5,0.2,False
381,True,0.4,0.8,0.25,False
381,False,0.1,0.4,0.2,True
382,True,0.5,0.30000000000000004,0.6,False
382,False,0.3,0.6,0.58,True
383,True,0.4,0.9,0.44,False
383,False,0.8,0.6,0.67,True
384,True,0.4,0.3,0.6,True
384,False,0.8,0.5,0.8,False
385,True,0.5,0.2,0.67,True
385,False,0.7,0.4,0.58,False
386,True,0.5,0.9,0.1,False
386,False,0.8,0.5,0.8,True
387,True,0.5,0.30000000000000004,0.6,False
387,False,0.9,0.4,0.6,True
388,True,0.5,0.9,0.9,True
388,False,0.8,0.5,0.8,False
389,True,0.5,0.19999999999999996,0.67,False
389,False,0.7,0.4,0.64,False
390,True,0.6,0.3,0.6,True
390,False,0.9,0.4,0.67,True
391,True,0.4,0.9,0.44,False
391,False,0.1,0.5,0.1,True
392,True,0.5,0.30000000000000004,0.6,False
392,False,0.8,0.6,0.67,False
393,True,0.4,0.09999999999999998,0.44,False
393,False,0.2,0.4,0.33,True
394,True,0.5,0.7,0.58,False
394,False,0.2,0.6,0.25,True
395,True,0.5,0.7,0.7,True
395,False,0.1,0.4,0.2,True
396,True,0.5,0.09999999999999998,0.5,False
396,False,0.2,0.5,0.2,False
397,True,0.5,0.9,0.1,False
397,False,0.1,0.5,0.1,False
398,True,0.5,0.2,0.2,True
398,False,0.7,0.5,0.7,True
399,True,0.5,0.3,0.6,True
399,False,0.8,0.6,0.67,True
400,True,0.4,0.9,0.4,False
400,False,0.8,0.5,0.8,True
401,True,0.5,0.8,0.67,False
401,False,0.3,0.6,0.33,False
402,True,0.6,0.9,0.6,True
402,False,0.1,0.5,0.1,True
403,True,0.6,0.3,0.6,True
403,False,0.3,0.5,0.3,False
404,True,0.6,0.2,0.67,True
404,False,0.8,0.4,0.67,False
405,True,0.5,0.19999999999999996,0.67,False
405,False,0.9,0.4,0.82,True
406,True,0.6,0.1,0.6,True
406,False,0.8,0.6,0.67,True
407,True,0.5,0.9,0.64,True
407,False,0.8,0.5,0.8,False
408,True,0.6,0.7,0.6,False
408,False,0.1,0.5,0.1,False
409,True,0.5,0.1,0.5,True
409,False,0.7,0.6,0.67,False
410,True,0.6,0.8,0.6,True
410,False,0.3,0.5,0.3,True
411,True,0.6,0.7,0.7,True
411,False,0.2,0.5,0.2,False
412,True,0.4,0.09999999999999998,0.6,False
412,False,0.9,0.4,0.67,False
413,True,0.6,0.30000000000000004,0.6,False
413,False,0.09999999999999998,0.4,0.2,False
414,True,0.6,0.19999999999999996,0.6,False
414,False,0.8,0.4,0.67,False
415,True,0.6,0.1,0.6,True
415,False,0.7,0.6,0.6,False
416,True,0.5,0.2,0.2,True
416,False,0.7,0.6,0.7,True
417,True,0.4,0.7,0.6,False
417,False,0.3,0.5,0.7,False
418,True,0.4,0.8,0.25,False
418,False,0.8,0.5,0.8,False
419,True,0.5,0.7,0.58,False
419,False,0.8,0.4,0.67,False
420,True,0.4,0.8,0.25,False
420,False,0.9,0.5,0.9,False
421,True,0.4,0.8,0.25,False
421,False,0.2,0.5,0.2,True
422,True,0.5,0.7,0.7,True
422,False,0.1,0.4,0.2,False
423,True,0.6,0.8,0.75,True
423,False,0.7,0.4,0.58,False
424,True,0.5,0.2,0.2,True
