engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name,behaviour_score1_CI,behaviour_score2_CI,performance_score1_CI
llama-2-70_sb,0,52.16988235294118,rewards mean,0.1454569959443407,Directed Exploration,0.0005687250027637,Random Exploration,0.3811855319798268,0.0288567848244676,0.7624703295381039
claude-1_sb,0,53.11367292225201,rewards mean,0.3523695771413507,Directed Exploration,0.024850543406778,Random Exploration,0.2584161268631835,0.0247692336581376,0.398900896380027
claude-1_cot,0,52.6253947368421,rewards mean,-0.1284022697898299,Directed Exploration,-0.0018502539734291,Random Exploration,0.5812602136918426,0.0301882004231116,0.3969336136310881
llama-2-70-chat_sb,0,52.08683510638298,rewards mean,0.0521032412889864,Directed Exploration,0.0049851248495744,Random Exploration,0.2592496821886428,0.018291881943821,0.3961243806113131
hf_LongAlpaca-70B_sb,0,50.95238095238095,rewards mean,0.1415227408534451,Directed Exploration,-0.0157224681227665,Random Exploration,0.2224020480081646,0.0148928023326413,0.4052454872327931
llama-2-70-chat_cot,0,51.99676549865229,rewards mean,-0.1223964409359214,Directed Exploration,0.0102933202933943,Random Exploration,0.2749787865740963,0.0204196166842412,0.3995171213416343
hf_LongAlpaca-70B_cot,0,51.47986842105263,rewards mean,-0.1220990077568961,Directed Exploration,-0.0050755707423537,Random Exploration,0.3115981309250714,0.0135027543382017,0.3971641731150008
llama-2-70_cot,0,51.9570757880617,rewards mean,-0.05155267549481,Directed Exploration,-0.0060646001714297,Random Exploration,0.1993591574085566,0.0134629381296719,0.3975768531093934
gpt-4_cot,0,53.39502943100065,rewards mean,0.0171655106478766,Directed Exploration,-0.0181893121823576,Random Exploration,0.2897340436949128,0.0430031692130737,0.3900286001388832
hf_Llama-2-70b-longlora-32k_cot,0,50.82413559322034,rewards mean,-0.174446097331259,Directed Exploration,0.0080307128007628,Random Exploration,0.1988517203511273,0.0125625200793549,0.3928820814715249
hf_Llama-2-70b-chat-longlora-32k_sb,0,52.12081081081081,rewards mean,-0.1863890440505314,Directed Exploration,0.0102281559714272,Random Exploration,0.30934653610308,0.0157565868351643,0.4028016005730294
hf_Llama-2-70b-chat-longlora-32k_cot,0,52.36494708994709,rewards mean,0.3465453658715474,Directed Exploration,-0.0073684822857726,Random Exploration,0.3123568779550161,0.0254984516725688,0.3929037855447028
claude-2_cot,0,52.86237558062376,rewards mean,-0.6226612313556344,Directed Exploration,0.0048048706394419,Random Exploration,0.4287198896302822,0.0322680403909961,0.3963788844256998
claude-2_sb,0,51.74265232974911,rewards mean,-0.3752302909705683,Directed Exploration,0.015684601201886,Random Exploration,0.443971231203697,0.0574393911740004,0.6687021799866629
gemini-pro,0,50.91888111888112,rewards mean,0.5415789558495144,Directed Exploration,-0.0604622204857972,Random Exploration,0.9245297234645582,0.0784282527701706,1.2413274585011558
text-bison@002_cot,0,53.24666666666667,rewards mean,-0.1598440364846312,Directed Exploration,0.0,Random Exploration,0.9161857943452036,,1.2472393621516762
text-bison@002_sb,0,51.8751677852349,rewards mean,0.1721421562498978,Directed Exploration,-0.0495857892322492,Random Exploration,0.690792339371652,0.1874049929224792,1.1045152683569102
text-bison@002,0,48.19718309859155,rewards mean,-0.0849045467425208,Directed Exploration,-0.0026764753408568,Random Exploration,0.6702987800967555,0.0538237527968314,1.230462770217161
hf_Mistral-7B-v0.1,0,50.34602960969045,rewards mean,-0.0990395007030897,Directed Exploration,0.0009403992749503,Random Exploration,0.1772523043840383,0.010017708991994,0.4063263683010339
hf_Mixtral-8x7B-v0.1,0,50.051046590141794,rewards mean,-0.045546669771491,Directed Exploration,0.0063300747031608,Random Exploration,0.1742711557358787,0.0100456492790513,0.4032870248157423
claude-3-opus-20240229,0,52.89232804232804,rewards mean,-0.3634085271437865,Directed Exploration,0.0145261126197668,Random Exploration,0.3218777018624625,0.0302416686500849,0.3894623668798141
hf_Yi-6B,0,50.07794117647059,rewards mean,0.1086285801201847,Directed Exploration,-0.0003668371903333,Random Exploration,0.1768833426320366,0.0105717406263845,0.3940708131228809
hf_Yi-34B,0,49.89819397993311,rewards mean,0.00022669330447536024,Directed Exploration,-0.0033521871643409883,Random Exploration,0.1749737422137866,0.009872798966940806,0.39469050673583084
