engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name,performance_score2,performance_score2_name,behaviour_score3,behaviour_score3_name
claude-3-opus-20240229,5,6.608874999999999,rewards mean,0.83903125,meta-cognitive sensitivity,0.796875,confidence mean,0.8,mean accuracy,0.7782407407407408,adjusted qsr
claude-3-opus-20240229,6,8.142750000000001,rewards mean,0.8925625,meta-cognitive sensitivity,0.8275,confidence mean,0.8625,mean accuracy,0.852932098765432,adjusted qsr
claude-3-opus-20240229,7,9.32375,rewards mean,0.88671875,meta-cognitive sensitivity,0.846875,confidence mean,0.8875,mean accuracy,0.8166666666666668,adjusted qsr
claude-3-opus-20240229,8,7.9201250000000005,rewards mean,0.874875,meta-cognitive sensitivity,0.8537500000000001,confidence mean,0.8875,mean accuracy,0.7955246913580247,adjusted qsr
claude-3-opus-20240229,9,7.971625,rewards mean,0.8720000000000001,meta-cognitive sensitivity,0.8612499999999998,confidence mean,0.825,mean accuracy,0.8503086419753085,adjusted qsr
hf_Yi-34B,0,1.7635,rewards mean,0.5344,meta-cognitive sensitivity,0.99,confidence mean,0.525,mean accuracy,0.5344,adjusted qsr
hf_Yi-34B,1,2.2948749999999998,rewards mean,0.57115,meta-cognitive sensitivity,0.99,confidence mean,0.5625,mean accuracy,0.57115,adjusted qsr
hf_Yi-34B,2,-1.27925,rewards mean,0.42415,meta-cognitive sensitivity,0.99,confidence mean,0.4125,mean accuracy,0.42415,adjusted qsr
hf_Yi-34B,3,0.771625,rewards mean,0.5099,meta-cognitive sensitivity,0.99,confidence mean,0.5,mean accuracy,0.5099,adjusted qsr
hf_Yi-34B,4,0.96825,rewards mean,0.4609,meta-cognitive sensitivity,0.99,confidence mean,0.45,mean accuracy,0.4609,adjusted qsr
hf_Yi-34B,5,-1.6478749999999998,rewards mean,0.44865000000000005,meta-cognitive sensitivity,0.99,confidence mean,0.4375,mean accuracy,0.44865000000000005,adjusted qsr
hf_Yi-34B,6,-0.8853749999999998,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.4125,mean accuracy,0.75,adjusted qsr
hf_Yi-34B,7,0.1927500000000002,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.575,mean accuracy,0.75,adjusted qsr
hf_Yi-34B,8,1.6036250000000003,rewards mean,0.5589000000000001,meta-cognitive sensitivity,0.99,confidence mean,0.55,mean accuracy,0.5589000000000001,adjusted qsr
hf_Yi-34B,9,1.9467500000000002,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.5,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,0,0.6693750000000002,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.55,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,1,-0.3373749999999999,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.4375,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,2,-2.207375,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.4625,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,3,2.7675000000000005,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.5375,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,4,1.0398749999999997,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.45,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,5,0.9651249999999998,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.5375,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,6,0.22049999999999964,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.4625,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,7,-1.45075,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.4625,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,8,2.825,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.5125,mean accuracy,0.75,adjusted qsr
hf_Mixtral-8x7B-v0.1,9,-0.9105000000000004,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.425,mean accuracy,0.75,adjusted qsr
gpt-4,0,6.375624999999999,rewards mean,0.89183375,meta-cognitive sensitivity,0.8006249999999999,confidence mean,0.8375,mean accuracy,0.8391711786755518,adjusted qsr
gpt-4,1,6.801499999999999,rewards mean,0.85789,meta-cognitive sensitivity,0.73675,confidence mean,0.825,mean accuracy,0.7551975308641975,adjusted qsr
gpt-4,2,8.382375,rewards mean,0.8753325000000001,meta-cognitive sensitivity,0.7915,confidence mean,0.875,mean accuracy,0.7707139756944444,adjusted qsr
gpt-4,3,6.775625,rewards mean,0.8690875,meta-cognitive sensitivity,0.8469999999999999,confidence mean,0.8375,mean accuracy,0.8211263020833333,adjusted qsr
gpt-4,4,8.082,rewards mean,0.8468387500000001,meta-cognitive sensitivity,0.7311249999999999,confidence mean,0.8625,mean accuracy,0.6346834652228239,adjusted qsr
gpt-4,5,8.71975,rewards mean,0.8532250000000001,meta-cognitive sensitivity,0.8539999999999999,confidence mean,0.8625,mean accuracy,0.7455695543523532,adjusted qsr
gpt-4,6,7.72875,rewards mean,0.8430212499999999,meta-cognitive sensitivity,0.8126249999999999,confidence mean,0.8625,mean accuracy,0.7199924045138889,adjusted qsr
gpt-4,7,7.40625,rewards mean,0.8636362500000001,meta-cognitive sensitivity,0.7541249999999999,confidence mean,0.8375,mean accuracy,0.8072578125,adjusted qsr
gpt-4,8,7.943625,rewards mean,0.8563612500000002,meta-cognitive sensitivity,0.826375,confidence mean,0.875,mean accuracy,0.7479019158683882,adjusted qsr
gpt-4,9,8.393625,rewards mean,0.8545000000000001,meta-cognitive sensitivity,0.8305,confidence mean,0.8375,mean accuracy,0.7693408996251561,adjusted qsr
