engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name,performance_score2,performance_score2_name,behaviour_score3,behaviour_score3_name
human,42,56.356623686725904,rewards mean,0.8723323652091516,meta-cognitive sensitivity,0.7715845704993742,confidence mean,0.8423028785982478,mean accuracy,0.7595395579154552,adjusted qsr
human,43,56.05004486255319,rewards mean,0.8345508231149904,meta-cognitive sensitivity,0.9447369677866082,confidence mean,0.8135168961201502,mean accuracy,0.8182674579649676,adjusted qsr
human,44,55.69849066785608,rewards mean,0.8483737225110848,meta-cognitive sensitivity,0.7485300159319462,confidence mean,0.7759699624530664,mean accuracy,0.7133981397702464,adjusted qsr
human,45,55.67831703847935,rewards mean,0.8483904598269344,meta-cognitive sensitivity,0.8683666688814142,confidence mean,0.8097622027534418,mean accuracy,0.8110146844091145,adjusted qsr
human,46,54.74099750853942,rewards mean,0.8155539998440995,meta-cognitive sensitivity,0.8054586493239988,confidence mean,0.7759699624530664,mean accuracy,0.7613050383901928,adjusted qsr
human,47,56.5934698922353,rewards mean,0.8712731128220186,meta-cognitive sensitivity,0.8384839872451503,confidence mean,0.8523153942428036,mean accuracy,0.8078617588838194,adjusted qsr
human,48,54.77194059285357,rewards mean,0.7911132188740713,meta-cognitive sensitivity,0.9570875715974656,confidence mean,0.7772215269086358,mean accuracy,0.7750491842697521,adjusted qsr
human,49,56.69064799960075,rewards mean,0.8271034590541437,meta-cognitive sensitivity,0.8158458499989049,confidence mean,0.8222778473091364,mean accuracy,0.6904865480532457,adjusted qsr
human,50,54.77081561294492,rewards mean,0.8393021448120292,meta-cognitive sensitivity,0.8359095202166771,confidence mean,0.7571964956195244,mean accuracy,0.8337596670009333,adjusted qsr
human,51,54.924012822183975,rewards mean,0.8164066493660543,meta-cognitive sensitivity,0.9121344862919276,confidence mean,0.7709637046307884,mean accuracy,0.8147030946031412,adjusted qsr
human,52,55.99172729137547,rewards mean,0.8662633579274824,meta-cognitive sensitivity,0.8234286371362641,confidence mean,0.8222778473091364,mean accuracy,0.8218378022380897,adjusted qsr
human,53,56.040954098967454,rewards mean,0.8492708537710163,meta-cognitive sensitivity,0.7941383724333543,confidence mean,0.8210262828535669,mean accuracy,0.7860275098417954,adjusted qsr
human,54,50.056967392285365,rewards mean,0.7232545018848785,meta-cognitive sensitivity,0.6621039480699311,confidence mean,0.5131414267834794,mean accuracy,0.6988857197810424,adjusted qsr
human,55,54.84883267409387,rewards mean,0.8093475360812262,meta-cognitive sensitivity,0.8692009938407385,confidence mean,0.7459324155193993,mean accuracy,0.8116686141453052,adjusted qsr
human,56,55.25886413449687,rewards mean,0.8142323443511369,meta-cognitive sensitivity,0.955361229277691,confidence mean,0.7984981226533167,mean accuracy,0.8043603089552355,adjusted qsr
human,57,54.97057924918898,rewards mean,0.8218961691837433,meta-cognitive sensitivity,0.7346615202218397,confidence mean,0.7622027534418022,mean accuracy,0.7076880135822824,adjusted qsr
human,58,53.910780252065074,rewards mean,0.720346128578727,meta-cognitive sensitivity,0.9520177553077284,confidence mean,0.7033792240300375,mean accuracy,0.70528617615283,adjusted qsr
human,59,56.95782316270337,rewards mean,0.883424957245306,meta-cognitive sensitivity,0.8749647068210263,confidence mean,0.851063829787234,mean accuracy,0.8443041381176457,adjusted qsr
llama-2-13,0,50.441625,rewards mean,0.5959637499999999,meta-cognitive sensitivity,0.8558749999999999,confidence mean,0.475,mean accuracy,0.6313660027161612,adjusted qsr
llama-2-13,1,51.92462499999999,rewards mean,0.6141125,meta-cognitive sensitivity,0.81975,confidence mean,0.525,mean accuracy,0.5970594618055556,adjusted qsr
llama-2-13,2,47.649,rewards mean,0.6685074999999999,meta-cognitive sensitivity,0.76275,confidence mean,0.5,mean accuracy,0.6824760516451478,adjusted qsr
llama-2-13,3,46.726875,rewards mean,0.64159875,meta-cognitive sensitivity,0.763875,confidence mean,0.45,mean accuracy,0.6712880049979175,adjusted qsr
llama-2-13,4,52.32950000000001,rewards mean,0.6632037500000001,meta-cognitive sensitivity,0.740625,confidence mean,0.525,mean accuracy,0.6446315713875324,adjusted qsr
llama-2-13,5,47.45925,rewards mean,0.6295775,meta-cognitive sensitivity,0.841,confidence mean,0.4875,mean accuracy,0.6744741774260724,adjusted qsr
llama-2-13,6,48.530125,rewards mean,0.578275,meta-cognitive sensitivity,0.8377500000000001,confidence mean,0.45,mean accuracy,0.6166420118343195,adjusted qsr
llama-2-13,7,50.866375000000005,rewards mean,0.69768875,meta-cognitive sensitivity,0.758125,confidence mean,0.5375,mean accuracy,0.7054278160551194,adjusted qsr
llama-2-13,8,53.8505,rewards mean,0.72109,meta-cognitive sensitivity,0.7355,confidence mean,0.6125,mean accuracy,0.6558361099541858,adjusted qsr
llama-2-13,9,49.551875,rewards mean,0.6215425,meta-cognitive sensitivity,0.828,confidence mean,0.475,mean accuracy,0.6599021241149521,adjusted qsr
llama-2-13,10,49.43425,rewards mean,0.59001125,meta-cognitive sensitivity,0.795125,confidence mean,0.4125,mean accuracy,0.6187928994082841,adjusted qsr
llama-2-13,11,48.164125,rewards mean,0.66007375,meta-cognitive sensitivity,0.693625,confidence mean,0.4375,mean accuracy,0.6770396437805228,adjusted qsr
llama-2-13,12,49.08775,rewards mean,0.5860999999999998,meta-cognitive sensitivity,0.8867499999999999,confidence mean,0.5125,mean accuracy,0.5923118356794024,adjusted qsr
llama-2-13,13,52.107000000000006,rewards mean,0.676095,meta-cognitive sensitivity,0.79575,confidence mean,0.575,mean accuracy,0.651728446480633,adjusted qsr
llama-2-13,14,50.26025,rewards mean,0.60476,meta-cognitive sensitivity,0.7942499999999999,confidence mean,0.425,mean accuracy,0.660329861111111,adjusted qsr
llama-2-13,15,50.371625,rewards mean,0.71995125,meta-cognitive sensitivity,0.645125,confidence mean,0.4875,mean accuracy,0.7130781384659581,adjusted qsr
llama-2-13,16,48.85475,rewards mean,0.6987500000000001,meta-cognitive sensitivity,0.71775,confidence mean,0.525,mean accuracy,0.702740031187347,adjusted qsr
llama-2-13,17,50.0915,rewards mean,0.6859187500000001,meta-cognitive sensitivity,0.740625,confidence mean,0.525,mean accuracy,0.6824500208246563,adjusted qsr
llama-2-13,18,52.309625,rewards mean,0.7355225000000001,meta-cognitive sensitivity,0.7285,confidence mean,0.575,mean accuracy,0.7324848700605198,adjusted qsr
llama-2-13,19,48.634,rewards mean,0.6622125000000001,meta-cognitive sensitivity,0.7357500000000001,confidence mean,0.4625,mean accuracy,0.6835802335640138,adjusted qsr
hf_Llama-2-13b-longlora-32k,0,49.782875000000004,rewards mean,0.6806125,meta-cognitive sensitivity,0.751,confidence mean,0.525,mean accuracy,0.6764317558299039,adjusted qsr
hf_Llama-2-13b-longlora-32k,1,48.893875,rewards mean,0.67234875,meta-cognitive sensitivity,0.821125,confidence mean,0.55,mean accuracy,0.7094331095041322,adjusted qsr
hf_Llama-2-13b-longlora-32k,2,49.998625,rewards mean,0.6503300000000001,meta-cognitive sensitivity,0.7445,confidence mean,0.4375,mean accuracy,0.6917360285374554,adjusted qsr
hf_Llama-2-13b-longlora-32k,3,49.902625,rewards mean,0.7011175,meta-cognitive sensitivity,0.70375,confidence mean,0.5375,mean accuracy,0.6853640085439657,adjusted qsr
hf_Llama-2-13b-longlora-32k,4,49.711375,rewards mean,0.618995,meta-cognitive sensitivity,0.75075,confidence mean,0.425,mean accuracy,0.6430555555555555,adjusted qsr
hf_Llama-2-13b-longlora-32k,5,50.247,rewards mean,0.6352212500000001,meta-cognitive sensitivity,0.846125,confidence mean,0.525,mean accuracy,0.6627082465639317,adjusted qsr
hf_Llama-2-13b-longlora-32k,6,50.20762499999999,rewards mean,0.6416675,meta-cognitive sensitivity,0.8285,confidence mean,0.525,mean accuracy,0.6428888888888888,adjusted qsr
hf_Llama-2-13b-longlora-32k,7,49.491,rewards mean,0.6258675,meta-cognitive sensitivity,0.78225,confidence mean,0.4375,mean accuracy,0.6773405349794238,adjusted qsr
hf_Llama-2-13b-longlora-32k,8,45.913125,rewards mean,0.50317375,meta-cognitive sensitivity,0.912875,confidence mean,0.4125,mean accuracy,0.5521696252465483,adjusted qsr
hf_Llama-2-13b-longlora-32k,9,52.842,rewards mean,0.6918075,meta-cognitive sensitivity,0.744,confidence mean,0.5625,mean accuracy,0.6823368728839643,adjusted qsr
hf_Llama-2-13b-longlora-32k,10,50.29475,rewards mean,0.6954187500000001,meta-cognitive sensitivity,0.8001250000000001,confidence mean,0.5875,mean accuracy,0.6975739275301958,adjusted qsr
hf_Llama-2-13b-longlora-32k,11,48.871875,rewards mean,0.625275,meta-cognitive sensitivity,0.8237500000000001,confidence mean,0.5,mean accuracy,0.6427300347222222,adjusted qsr
hf_Llama-2-13b-longlora-32k,12,49.49175,rewards mean,0.66420375,meta-cognitive sensitivity,0.7226250000000001,confidence mean,0.55,mean accuracy,0.6226701843043996,adjusted qsr
hf_Llama-2-13b-longlora-32k,13,48.68425,rewards mean,0.65852625,meta-cognitive sensitivity,0.782625,confidence mean,0.5125,mean accuracy,0.6783582899305556,adjusted qsr
hf_Llama-2-13b-longlora-32k,14,50.155375,rewards mean,0.51421375,meta-cognitive sensitivity,0.858625,confidence mean,0.4,mean accuracy,0.5370418575593503,adjusted qsr
hf_Llama-2-13b-longlora-32k,15,50.907375,rewards mean,0.6345937500000001,meta-cognitive sensitivity,0.829125,confidence mean,0.525,mean accuracy,0.6479567901234569,adjusted qsr
hf_Llama-2-13b-longlora-32k,16,48.671,rewards mean,0.6350374999999999,meta-cognitive sensitivity,0.7969999999999999,confidence mean,0.475,mean accuracy,0.6783319450229071,adjusted qsr
hf_Llama-2-13b-longlora-32k,17,48.107875,rewards mean,0.60301375,meta-cognitive sensitivity,0.828125,confidence mean,0.45,mean accuracy,0.6551324128564961,adjusted qsr
hf_Llama-2-13b-longlora-32k,18,53.4905,rewards mean,0.6350325,meta-cognitive sensitivity,0.8079999999999998,confidence mean,0.6,mean accuracy,0.56865189289012,adjusted qsr
hf_Llama-2-13b-longlora-32k,19,51.89087500000001,rewards mean,0.6849425,meta-cognitive sensitivity,0.76475,confidence mean,0.5625,mean accuracy,0.6667067307692308,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,0,50.799125,rewards mean,0.64116625,meta-cognitive sensitivity,0.866875,confidence mean,0.5375,mean accuracy,0.7232187499999999,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,1,48.53875,rewards mean,0.6101037500000001,meta-cognitive sensitivity,0.868625,confidence mean,0.5,mean accuracy,0.6893175582990398,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,2,48.944375,rewards mean,0.6172387500000001,meta-cognitive sensitivity,0.8676250000000001,confidence mean,0.5,mean accuracy,0.584743923611111,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,3,49.4545,rewards mean,0.5791362500000001,meta-cognitive sensitivity,0.917125,confidence mean,0.5,mean accuracy,0.7501913265306124,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,4,51.50425,rewards mean,0.6523699999999998,meta-cognitive sensitivity,0.8107500000000002,confidence mean,0.5125,mean accuracy,0.6778645833333334,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,5,48.7915,rewards mean,0.5764125000000001,meta-cognitive sensitivity,0.8682500000000001,confidence mean,0.4375,mean accuracy,0.7190886134067952,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,6,49.897125,rewards mean,0.57281875,meta-cognitive sensitivity,0.912875,confidence mean,0.4875,mean accuracy,0.704914933837429,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,7,49.8825,rewards mean,0.6159037500000001,meta-cognitive sensitivity,0.8631250000000001,confidence mean,0.5,mean accuracy,0.60046,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,8,49.166625,rewards mean,0.6157937500000001,meta-cognitive sensitivity,0.865375,confidence mean,0.5,mean accuracy,0.5781467013888889,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,9,48.8115,rewards mean,0.5626199999999999,meta-cognitive sensitivity,0.8764999999999998,confidence mean,0.425,mean accuracy,0.712932525951557,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,10,52.566875,rewards mean,0.64236625,meta-cognitive sensitivity,0.860125,confidence mean,0.5375,mean accuracy,0.5991102430555555,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,11,50.79,rewards mean,0.60674875,meta-cognitive sensitivity,0.8881249999999999,confidence mean,0.5125,mean accuracy,0.7252835538752362,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,12,50.088750000000005,rewards mean,0.616385,meta-cognitive sensitivity,0.868,confidence mean,0.5,mean accuracy,0.7401147959183673,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,13,50.212125,rewards mean,0.6105850000000002,meta-cognitive sensitivity,0.8622500000000001,confidence mean,0.5,mean accuracy,0.5557291666666667,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,14,50.169375,rewards mean,0.6293199999999999,meta-cognitive sensitivity,0.8075000000000001,confidence mean,0.45,mean accuracy,0.750432525951557,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,15,49.7535,rewards mean,0.5902350000000001,meta-cognitive sensitivity,0.8997499999999998,confidence mean,0.5125,mean accuracy,0.6626890359168242,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,16,50.421375,rewards mean,0.6617875000000001,meta-cognitive sensitivity,0.8620000000000001,confidence mean,0.575,mean accuracy,0.6870833333333332,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,17,50.23350000000001,rewards mean,0.62248625,meta-cognitive sensitivity,0.8706250000000001,confidence mean,0.5125,mean accuracy,0.7419999999999999,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,18,51.018625,rewards mean,0.5842675,meta-cognitive sensitivity,0.90775,confidence mean,0.5125,mean accuracy,0.6396808999081728,adjusted qsr
hf_Llama-2-70b-chat-longlora-32k,19,50.7145,rewards mean,0.5846125000000001,meta-cognitive sensitivity,0.914,confidence mean,0.5125,mean accuracy,0.6621492346938774,adjusted qsr
llama-2-70-chat,0,50.12375,rewards mean,0.62779,meta-cognitive sensitivity,0.8554999999999999,confidence mean,0.5125,mean accuracy,0.608,adjusted qsr
