run,trial,action1,state,action2,reward
1,32,X,Y,K,1
1,33,X,X,F,1
1,34,X,X,F,1
1,35,X,X,F,1
1,36,X,Y,K,1
1,37,X,X,F,0
1,38,X,X,F,1
1,39,X,Y,K,0
1,40,X,X,F,0
1,41,X,Y,K,1
1,42,X,Y,K,1
1,43,X,Y,K,0
1,44,X,X,F,0
1,45,X,X,F,1
1,46,X,X,F,0
1,47,X,X,F,1
1,48,X,X,F,1
1,49,X,X,F,0
1,50,X,X,F,0
1,51,X,Y,J,1
1,52,X,X,D,0
1,53,X,X,D,0
1,54,X,X,D,0
1,55,X,Y,K,0
1,56,X,X,F,1
1,57,X,X,F,0
1,58,X,X,F,0
1,59,Y,Y,K,1
1,60,Y,Y,K,1
1,61,Y,X,D,1
1,62,Y,X,D,0
1,63,Y,Y,K,1
1,64,Y,X,D,0
1,65,Y,Y,K,1
1,66,Y,Y,K,0
1,67,Y,Y,K,1
1,68,Y,Y,K,1
1,69,Y,Y,K,1
1,70,Y,Y,K,1
1,71,Y,Y,K,1
1,72,Y,Y,K,0
1,73,Y,Y,K,1
1,74,Y,Y,K,1
1,75,Y,Y,K,1
1,76,Y,Y,K,0
1,77,Y,Y,K,1
1,78,Y,X,D,1
1,79,Y,Y,K,1
1,80,Y,Y,K,1
1,81,Y,Y,K,0
1,82,Y,Y,K,1
1,83,Y,Y,K,1
1,84,Y,Y,K,1
1,85,Y,Y,K,1
1,86,Y,Y,K,0
1,87,Y,Y,K,1
1,88,Y,Y,K,0
1,89,Y,X,D,1
1,90,Y,Y,K,1
1,91,Y,X,D,1
1,92,Y,Y,K,1
1,93,Y,X,D,0
1,94,Y,Y,K,1
1,95,Y,Y,K,1
1,96,Y,Y,K,1
1,97,Y,Y,K,0
1,98,Y,Y,K,1
1,99,Y,Y,K,0
1,100,Y,Y,K,1
1,101,Y,Y,K,1
1,102,Y,Y,K,0
1,103,Y,Y,K,1
1,104,Y,Y,K,1
1,105,Y,Y,K,1
1,106,Y,Y,K,1
1,107,Y,Y,K,0
1,108,Y,X,D,1
1,109,Y,Y,K,1
1,110,Y,X,F,0
1,111,Y,X,F,0
1,112,Y,Y,K,1
1,113,Y,Y,K,0
1,114,Y,X,D,0
1,115,Y,Y,K,1
1,116,Y,Y,K,0
1,117,Y,X,D,1
1,118,Y,Y,K,0
1,119,Y,Y,J,0
1,120,Y,X,F,1
1,121,Y,X,F,1
1,122,Y,Y,J,0
1,123,Y,Y,K,1
1,124,Y,Y,K,1
1,125,Y,Y,K,0
1,126,Y,X,F,1
1,127,Y,Y,K,1
1,128,Y,X,F,1
1,129,Y,Y,K,0
1,130,Y,Y,K,0
1,131,Y,Y,J,1
1,132,Y,Y,J,0
1,133,Y,Y,J,0
1,134,Y,Y,K,0
1,135,Y,Y,K,1
1,136,Y,Y,K,0
1,137,X,X,F,1
1,138,X,X,F,1
1,139,X,X,F,1
1,140,X,X,F,0
1,141,X,Y,K,0
1,142,X,Y,J,1
1,143,X,X,F,0
1,144,X,X,D,1
1,145,X,X,D,1
1,146,X,Y,J,0
1,147,X,X,D,1
1,148,X,X,D,0
1,149,X,X,D,0
1,150,X,Y,J,0
1,151,X,X,D,1
1,152,X,X,D,1
1,153,X,Y,K,0
1,154,X,X,D,1
1,155,X,X,D,1
1,156,X,X,D,1
1,157,X,X,D,0
1,158,X,Y,K,0
1,159,X,X,D,1
1,160,X,Y,J,0
1,161,X,Y,J,0
1,162,X,X,D,1
1,163,X,X,D,0
1,164,X,X,D,1
1,165,X,X,D,0
1,166,X,X,D,0
1,167,X,X,D,0
1,168,X,X,F,1
1,169,X,X,F,0
1,170,X,Y,K,0
1,171,Y,Y,K,0
1,172,Y,Y,J,1
1,173,Y,Y,J,0
1,174,Y,Y,J,0
1,175,Y,Y,K,1
1,176,Y,Y,K,1
1,177,Y,Y,K,0
1,178,Y,Y,K,0
1,179,Y,Y,K,0
1,180,Y,Y,K,1
1,181,Y,Y,K,1
1,182,Y,X,D,1
1,183,Y,Y,K,1
1,184,Y,Y,K,0
1,185,Y,Y,K,1
1,186,Y,X,D,0
1,187,Y,X,D,1
1,188,Y,Y,K,0
1,189,Y,Y,J,0
1,190,Y,Y,J,0
1,191,Y,Y,K,1
1,192,Y,Y,K,0
1,193,Y,Y,K,1
1,194,Y,X,D,0
1,195,Y,Y,K,0
1,196,Y,Y,J,1
1,197,Y,X,D,1
1,198,Y,X,D,1
1,199,Y,Y,J,1
2,0,X,X,D,0
2,1,X,Y,K,1
2,2,X,Y,K,0
2,3,X,X,F,1
2,4,X,Y,K,1
2,5,X,Y,K,0
2,6,X,X,F,1
2,7,X,Y,J,1
2,8,X,X,F,1
2,9,X,X,F,1
2,10,X,X,F,1
2,11,X,X,F,0
2,12,X,X,F,1
2,13,X,X,F,0
2,14,X,X,F,1
2,15,X,X,F,1
2,16,X,X,F,1
2,17,X,X,F,1
2,18,X,X,F,1
2,19,X,X,F,1
2,20,X,Y,K,1
2,21,X,X,F,1
2,22,X,X,F,1
2,23,X,X,F,1
2,24,X,X,F,1
2,25,X,X,F,1
2,26,X,X,F,0
2,27,X,X,F,1
2,28,X,X,F,0
2,29,X,X,D,0
2,30,X,X,F,0
2,31,Y,Y,J,1
2,32,Y,X,D,1
2,33,Y,Y,J,0
2,34,Y,Y,J,1
2,35,Y,Y,J,1
2,36,Y,Y,J,0
2,37,Y,X,D,1
2,38,X,Y,J,1
2,39,X,X,D,0
2,40,Y,Y,J,0
2,41,Y,Y,K,0
2,42,X,Y,J,0
2,43,X,X,D,1
2,44,X,X,D,0
2,45,X,X,F,0
2,46,X,X,F,1
2,47,X,Y,K,0
2,48,X,X,F,1
2,49,X,X,F,1
2,50,X,Y,K,0
2,51,X,X,F,0
2,52,X,Y,K,0
2,53,X,X,D,0
2,54,Y,X,D,1
2,55,X,Y,J,0
2,56,X,Y,K,0
2,57,X,X,D,0
2,58,X,X,D,1
2,59,X,X,D,0
2,60,X,X,D,0
2,61,X,Y,J,0
2,62,X,Y,K,0
2,63,Y,Y,J,1
2,64,Y,Y,J,0
2,65,Y,Y,K,0
2,66,X,X,F,0
2,67,X,X,D,0
2,68,X,X,D,1
2,69,X,X,D,1
2,70,X,X,D,0
2,71,X,X,D,1
2,72,X,X,F,1
2,73,X,Y,K,0
2,74,X,Y,J,0
2,75,Y,Y,J,1
2,76,X,Y,J,1
2,77,X,Y,J,0
2,78,X,X,F,0
2,79,X,X,D,1
2,80,X,X,D,0
2,81,X,Y,J,1
2,82,X,X,D,0
2,83,X,Y,J,1
2,84,X,X,F,1
2,85,X,Y,J,1
2,86,X,Y,J,1
2,87,X,Y,J,1
2,88,X,Y,J,0
2,89,X,X,D,1
2,90,X,X,D,0
2,91,X,X,D,0
2,92,X,X,D,1
2,93,X,Y,J,0
2,94,X,X,D,0
2,95,X,Y,J,0
2,96,X,X,D,0
2,97,X,X,D,1
2,98,X,X,F,0
2,99,X,X,D,0
2,100,X,Y,J,1
2,101,X,X,F,1
2,102,X,X,F,0
2,103,X,X,F,0
2,104,X,X,D,1
2,105,X,Y,J,0
2,106,X,X,D,0
2,107,X,X,D,0
2,108,X,X,D,0
2,109,X,Y,J,0
2,110,Y,X,D,1
2,111,Y,Y,J,0
2,112,Y,Y,K,0
2,113,X,X,F,1
2,114,X,X,F,1
2,115,X,X,F,1
2,116,X,X,F,1
2,117,X,X,F,0
2,118,X,Y,K,1
2,119,X,X,D,0
2,120,X,X,D,1
2,121,X,X,D,1
2,122,X,X,D,0
2,123,X,X,D,0
2,124,X,Y,K,0
2,125,X,X,D,0
2,126,X,X,F,0
2,127,X,X,F,0
2,128,X,Y,K,1
2,129,X,Y,J,0
2,130,X,X,D,0
2,131,X,X,D,0
2,132,X,X,F,0
2,133,X,X,F,1
2,134,X,X,F,0
2,135,X,Y,K,1
2,136,X,Y,K,0
2,137,X,Y,K,0
2,138,X,X,F,0
2,139,X,Y,J,1
2,140,X,Y,K,1
2,141,X,X,D,1
2,142,X,Y,K,0
2,143,X,X,D,0
2,144,X,X,D,0
2,145,X,X,F,0
2,146,X,Y,K,0
2,147,X,Y,K,0
2,148,X,X,F,1
2,149,X,X,F,0
2,150,X,X,D,1
2,151,X,Y,J,0
2,152,X,X,F,1
2,153,X,X,D,1
2,154,X,X,F,1
2,155,X,X,F,0
2,156,X,X,F,1
2,157,X,X,F,0
2,158,X,Y,J,0
2,159,X,X,D,0
2,160,X,Y,J,0
2,161,X,X,D,0
2,162,X,X,D,1
2,163,X,Y,K,0
2,164,X,X,D,1
2,165,X,X,D,1
2,166,X,X,D,1
2,167,X,X,D,1
2,168,X,X,F,0
2,169,X,Y,K,0
2,170,X,X,F,0
2,171,X,X,F,1
2,172,X,X,F,0
2,173,X,Y,K,1
2,174,X,X,F,0
2,175,X,X,F,0
2,176,X,X,F,0
2,177,X,Y,J,1
2,178,X,Y,J,1
2,179,X,Y,J,0
2,180,X,X,D,1
2,181,X,Y,J,1
2,182,X,X,D,0
2,183,X,X,D,1
2,184,X,X,D,0
2,185,X,Y,J,1
2,186,X,Y,J,1
2,187,X,X,D,0
2,188,X,X,D,0
2,189,X,X,D,1
2,190,X,Y,J,1
2,191,X,Y,J,1
2,192,X,Y,J,1
2,193,X,X,D,1
2,194,X,Y,K,0
2,195,X,X,D,1
2,196,X,X,D,1
2,197,X,X,D,0
2,198,X,X,D,1
2,199,X,Y,K,0
3,0,X,X,F,0
3,1,X,Y,K,0
3,2,X,X,F,0
3,3,Y,Y,J,1
3,4,Y,Y,J,0
3,5,Y,Y,J,1
3,6,Y,Y,J,1
3,7,Y,Y,J,0
3,8,Y,Y,J,0
3,9,X,X,F,0
3,10,X,X,D,1
3,11,X,Y,K,0
3,12,X,Y,J,1
3,13,X,X,F,0
3,14,X,Y,J,0
3,15,X,X,D,1
3,16,X,X,D,0
3,17,X,X,F,1
3,18,X,X,F,0
3,19,X,Y,K,0
3,20,X,X,D,0
3,21,X,X,F,1
3,22,X,X,F,0
3,23,X,X,D,1
3,24,X,Y,K,1
3,25,X,X,D,0
3,26,X,X,F,0
3,27,Y,X,D,0
3,28,Y,X,F,1
3,29,Y,Y,J,0
3,30,Y,Y,K,1
3,31,Y,Y,K,1
3,32,Y,Y,K,0
3,33,Y,Y,K,1
3,34,Y,Y,K,0
3,35,Y,Y,K,1
3,36,Y,Y,K,0
3,37,Y,X,F,1
3,38,X,Y,K,1
3,39,X,Y,K,1
3,40,X,X,F,0
3,41,X,X,D,0
3,42,Y,Y,K,0
3,43,Y,Y,J,0
3,44,Y,Y,K,0
3,45,Y,X,D,1
3,46,X,X,D,1
3,47,X,Y,J,0
3,48,X,X,D,1
3,49,X,X,D,1
3,50,X,X,D,0
3,51,X,X,D,1
3,52,X,X,D,0
3,53,Y,Y,K,1
3,54,Y,Y,K,1
3,55,Y,X,F,1
3,56,Y,Y,K,0
3,57,X,X,D,0
3,58,X,X,D,1
3,59,X,X,D,1
3,60,X,Y,K,0
3,61,X,X,D,1
3,62,X,X,D,1
3,63,Y,X,D,0
3,64,X,Y,J,0
3,65,Y,Y,K,1
3,66,Y,Y,K,1
3,67,Y,X,D,1
3,68,Y,Y,J,0
3,69,Y,X,D,1
3,70,X,X,D,1
3,71,X,X,D,1
3,72,X,Y,K,1
3,73,X,X,D,0
3,74,X,Y,K,1
3,75,Y,Y,K,1
3,76,Y,X,F,1
3,77,Y,X,F,1
3,78,Y,Y,K,1
3,79,Y,Y,K,1
3,80,Y,Y,K,1
3,81,Y,X,F,0
3,82,Y,Y,K,1
3,83,Y,Y,K,1
3,84,Y,Y,K,1
3,85,Y,Y,K,0
3,86,X,X,D,1
3,87,X,Y,K,0
3,88,X,X,D,0
3,89,X,X,F,1
3,90,X,X,F,1
3,91,X,X,F,0
3,92,Y,Y,J,1
3,93,Y,Y,J,0
3,94,X,Y,K,1
3,95,X,X,D,1
3,96,X,X,D,0
3,97,X,X,D,0
3,98,X,Y,K,1
3,99,X,Y,K,1
3,100,X,X,F,0
3,101,X,X,D,1
3,102,X,X,D,1
3,103,X,X,D,0
3,104,X,X,F,0
3,105,Y,Y,K,1
3,106,Y,Y,K,1
3,107,Y,X,D,0
3,108,Y,Y,K,1
3,109,Y,X,D,0
3,110,Y,Y,K,1
3,111,Y,Y,K,0
3,112,X,X,D,0
3,113,X,X,F,1
3,114,X,X,F,1
3,115,X,X,F,1
3,116,X,Y,K,0
3,117,Y,Y,J,0
3,118,Y,Y,K,0
3,119,X,X,F,0
3,120,X,X,D,0
3,121,Y,Y,J,1
3,122,Y,Y,J,1
3,123,Y,Y,J,1
3,124,Y,Y,J,1
3,125,Y,Y,J,1
3,126,Y,Y,J,1
3,127,Y,X,F,1
3,128,X,Y,J,0
3,129,X,Y,K,0
3,130,X,Y,J,1
3,131,X,X,F,0
3,132,X,X,D,1
3,133,X,X,D,0
3,134,X,X,F,1
3,135,X,X,F,1
3,136,X,X,F,0
3,137,Y,X,D,1
3,138,Y,Y,K,1
3,139,Y,X,F,1
3,140,Y,X,F,1
3,141,Y,Y,J,1
3,142,Y,Y,J,0
3,143,X,X,F,1
3,144,X,Y,J,1
3,145,Y,Y,J,0
3,146,Y,Y,K,1
3,147,Y,Y,K,1
3,148,Y,Y,K,1
3,149,Y,Y,K,1
3,150,Y,X,D,1
3,151,Y,X,F,0
3,152,Y,Y,K,0
3,153,X,X,D,0
3,154,X,Y,K,0
3,155,X,X,D,1
3,156,X,X,D,0
3,157,X,X,F,0
3,158,Y,Y,K,0
3,159,X,X,D,1
3,160,X,Y,J,1
3,161,X,X,D,0
3,162,X,Y,J,1
3,163,X,X,F,1
3,164,X,X,F,0
3,165,X,Y,J,1
3,166,X,X,F,1
3,167,X,Y,J,0
3,168,X,X,F,0
3,169,Y,Y,K,0
3,170,Y,Y,J,0
3,171,Y,Y,K,1
3,172,Y,Y,K,1
3,173,Y,Y,K,0
3,174,Y,Y,J,0
3,175,X,X,D,1
3,176,X,X,D,1
3,177,X,X,D,0
3,178,X,Y,K,1
3,179,Y,Y,K,0
3,180,Y,X,F,1
3,181,Y,Y,K,1
3,182,Y,Y,K,1
3,183,Y,Y,K,0
3,184,Y,X,F,1
3,185,X,X,F,0
3,186,X,Y,J,1
3,187,X,Y,J,1
3,188,X,X,D,0
3,189,X,X,F,1
3,190,X,Y,K,0
3,191,X,X,F,1
3,192,X,X,F,0
3,193,Y,Y,K,1
3,194,Y,X,D,0
3,195,Y,Y,K,1
3,196,Y,Y,K,1
3,197,Y,Y,K,1
3,198,Y,X,D,1
3,199,Y,Y,K,1
4,0,Y,X,F,0
4,1,X,X,D,0
4,2,Y,Y,K,1
4,3,Y,Y,K,1
4,4,Y,X,D,1
4,5,Y,Y,K,0
4,6,X,Y,K,1
4,7,X,X,D,0
4,8,X,X,F,1
4,9,X,Y,K,0
4,10,X,X,D,0
4,11,X,X,F,1
4,12,Y,X,F,1
4,13,X,X,F,1
4,14,X,Y,K,1
4,15,Y,X,F,1
4,16,Y,X,F,1
4,17,X,Y,K,1
4,18,Y,Y,K,1
4,19,X,Y,K,1
4,20,X,X,F,1
4,21,X,X,F,1
4,22,X,Y,K,0
4,23,X,X,F,0
4,24,X,X,F,1
4,25,X,X,F,1
4,26,X,X,F,1
4,27,Y,Y,K,0
4,28,X,X,F,1
4,29,X,X,F,0
4,30,X,X,F,0
4,31,X,X,F,1
4,32,Y,Y,K,0
4,33,X,X,F,0
4,34,X,X,F,0
4,35,X,X,F,1
4,36,Y,Y,J,0
4,37,Y,Y,J,0
4,38,Y,Y,K,1
4,39,X,X,F,0
4,40,X,X,D,0
4,41,X,X,F,0
4,42,Y,Y,K,1
4,43,Y,Y,K,1
4,44,Y,Y,K,1
4,45,Y,X,F,0
4,46,Y,Y,J,1
4,47,Y,X,D,0
4,48,Y,X,D,0
4,49,Y,X,F,1
4,50,Y,Y,J,0
4,51,X,X,F,0
4,52,Y,Y,K,1
4,53,Y,X,D,1
4,54,Y,Y,J,1
4,55,Y,Y,J,1
4,56,Y,Y,J,1
4,57,X,Y,J,1
4,58,X,Y,J,0
4,59,Y,X,D,1
4,60,Y,Y,J,0
4,61,X,X,F,0
4,62,X,X,F,0
4,63,X,X,D,0
4,64,Y,X,D,1
4,65,Y,Y,J,0
4,66,Y,Y,K,1
4,67,X,X,F,1
4,68,Y,Y,K,1
4,69,X,Y,K,0
4,70,Y,X,F,1
4,71,Y,Y,J,0
4,72,Y,Y,K,1
4,73,Y,X,F,1
4,74,Y,X,F,1
4,75,X,Y,J,0
4,76,X,X,F,1
4,77,X,X,F,0
4,78,X,X,D,1
4,79,X,Y,J,1
4,80,Y,X,F,0
4,81,Y,Y,J,0
4,82,Y,Y,K,0
4,83,Y,Y,K,1
4,84,Y,X,D,0
4,85,Y,Y,J,1
4,86,X,X,D,1
4,87,X,Y,J,0
4,88,Y,Y,J,0
4,89,Y,Y,K,1
4,90,Y,Y,J,0
4,91,X,X,D,1
4,92,X,X,D,1
4,93,Y,Y,J,0
4,94,Y,X,F,0
4,95,Y,Y,J,1
4,96,X,X,F,1
4,97,Y,X,F,1
4,98,X,X,D,1
4,99,X,X,D,0
4,100,Y,X,F,1
4,101,X,Y,J,0
4,102,Y,Y,J,1
4,103,X,Y,K,0
4,104,Y,Y,J,0
4,105,Y,Y,K,1
4,106,X,X,F,0
4,107,Y,Y,K,1
4,108,X,X,D,1
4,109,X,X,D,0
4,110,X,X,F,1
4,111,X,X,D,0
4,112,X,X,F,1
4,113,X,Y,K,1
4,114,Y,Y,J,1
4,115,Y,X,D,0
4,116,X,X,F,1
4,117,Y,Y,J,0
4,118,Y,Y,K,0
4,119,Y,Y,J,1
4,120,Y,Y,J,0
4,121,Y,Y,J,1
4,122,Y,X,F,1
4,123,Y,X,D,1
4,124,X,X,F,0
4,125,Y,Y,J,1
4,126,Y,X,D,0
4,127,Y,Y,J,1
4,128,Y,Y,J,0
4,129,Y,X,F,1
4,130,X,X,D,1
4,131,X,X,F,0
4,132,X,X,D,1
4,133,Y,Y,J,0
4,134,Y,Y,J,0
4,135,Y,X,D,1
4,136,Y,Y,J,1
4,137,Y,X,F,0
4,138,X,X,D,1
4,139,X,X,F,0
4,140,X,X,D,0
4,141,Y,Y,J,0
4,142,Y,X,D,0
4,143,Y,Y,J,1
4,144,Y,X,F,0
4,145,X,X,F,0
4,146,X,Y,K,1
4,147,X,Y,K,1
4,148,Y,X,D,0
4,149,Y,Y,K,0
4,150,X,X,D,1
4,151,Y,Y,K,1
4,152,Y,Y,K,1
4,153,X,Y,K,0
4,154,Y,Y,J,0
4,155,Y,X,D,1
4,156,Y,X,F,0
4,157,Y,X,F,1
4,158,Y,Y,J,0
4,159,Y,Y,J,1
4,160,Y,Y,J,1
4,161,X,Y,J,0
4,162,Y,Y,J,0
4,163,Y,Y,J,0
4,164,Y,X,D,0
4,165,Y,Y,J,0
4,166,Y,Y,J,1
4,167,Y,Y,J,0
4,168,Y,Y,K,1
4,169,Y,X,D,1
4,170,Y,Y,J,1
4,171,Y,Y,K,1
4,172,Y,X,D,1
4,173,Y,Y,J,0
4,174,X,X,D,1
4,175,X,X,F,0
4,176,X,Y,J,1
4,177,Y,X,D,0
4,178,X,Y,J,0
4,179,X,Y,K,0
4,180,X,Y,K,0
4,181,X,X,F,0
4,182,Y,Y,J,1
4,183,Y,Y,K,1
4,184,X,X,F,0
4,185,X,X,D,1
4,186,,,1,0
4,187,Y,Y,J,1
4,188,Y,Y,J,0
4,189,Y,Y,J,1
4,190,Y,Y,K,1
4,191,X,X,F,1
4,192,Y,Y,J,1
4,193,X,Y,J,0
4,194,X,X,F,1
4,195,X,X,D,1
4,196,X,Y,K,1
4,197,X,Y,J,0
4,198,Y,Y,J,1
4,199,X,X,D,1
5,0,Y,Y,K,0
5,1,Y,Y,J,1
5,2,Y,Y,J,0
5,3,Y,Y,J,1
5,4,X,Y,J,1
5,5,X,Y,J,1
5,6,Y,Y,J,0
5,7,X,X,F,0
5,8,X,X,D,1
5,9,X,X,D,1
5,10,X,X,D,1
5,11,X,X,D,0
5,12,X,X,D,0
5,13,Y,Y,J,0
5,14,Y,Y,K,0
5,15,X,X,D,0
5,16,X,Y,J,0
5,17,X,Y,J,1
5,18,X,X,F,1
5,19,X,Y,J,1
5,20,X,X,F,0
5,21,X,X,F,0
5,22,X,X,D,1
5,23,X,X,D,0
5,24,X,X,D,1
5,25,X,X,D,1
5,26,Y,Y,J,0
5,27,Y,Y,J,1
5,28,X,X,D,1
5,29,X,X,D,0
5,30,Y,Y,J,0
5,31,Y,Y,K,0
5,32,X,X,D,1
5,33,X,X,D,1
5,34,X,Y,J,0
5,35,X,X,D,1
5,36,X,Y,J,0
5,37,X,X,D,1
5,38,X,X,D,1
5,39,X,Y,K,1
5,40,X,X,D,1
5,41,X,X,D,1
5,42,X,X,D,1
5,43,X,Y,K,0
5,44,X,Y,K,1
5,45,X,X,D,1
5,46,X,X,D,0
5,47,X,X,D,1
5,48,X,Y,K,0
5,49,X,X,D,1
5,50,X,Y,K,0
5,51,X,X,D,1
5,52,X,Y,K,1
5,53,X,X,D,0
5,54,X,X,D,0
5,55,X,X,D,1
5,56,X,X,D,1
5,57,X,X,D,1
5,58,X,Y,K,1
5,59,X,X,D,1
5,60,X,X,D,0
5,61,X,X,D,1
5,62,X,Y,K,0
5,63,X,X,D,0
5,64,X,Y,K,1
5,65,X,X,D,0
5,66,X,Y,K,1
5,67,X,Y,K,0
5,68,X,X,D,0
5,69,X,X,F,1
5,70,X,Y,K,1
5,71,X,X,F,1
5,72,X,X,F,0
5,73,X,Y,K,0
