run,trial,mean0,mean1,reward0,reward1,choice,reward
38,4,72.0,60.0,71.0,64.0,0,71.0
39,0,40.0,70.0,31.0,71.0,0,31.0
39,1,40.0,70.0,39.0,78.0,0,39.0
39,2,40.0,70.0,40.0,75.0,1,75.0
39,3,40.0,70.0,51.0,63.0,0,51.0
39,4,40.0,70.0,41.0,60.0,0,41.0
39,5,40.0,70.0,43.0,68.0,0,43.0
39,6,40.0,70.0,36.0,68.0,0,36.0
39,7,40.0,70.0,34.0,76.0,0,34.0
39,8,40.0,70.0,44.0,75.0,0,44.0
39,9,40.0,70.0,31.0,67.0,0,31.0
40,0,40.0,48.0,52.0,48.0,1,48.0
40,1,40.0,48.0,55.0,57.0,1,57.0
40,2,40.0,48.0,45.0,38.0,0,45.0
40,3,40.0,48.0,43.0,52.0,1,52.0
40,4,40.0,48.0,38.0,39.0,1,39.0
40,5,40.0,48.0,44.0,59.0,1,59.0
40,6,40.0,48.0,48.0,57.0,1,57.0
40,7,40.0,48.0,34.0,53.0,1,53.0
40,8,40.0,48.0,44.0,52.0,1,52.0
40,9,40.0,48.0,28.0,36.0,1,36.0
41,0,28.0,40.0,30.0,40.0,1,40.0
41,1,28.0,40.0,32.0,41.0,0,32.0
41,2,28.0,40.0,42.0,57.0,1,57.0
41,3,28.0,40.0,30.0,29.0,0,30.0
41,4,28.0,40.0,27.0,39.0,1,39.0
42,0,64.0,60.0,57.0,53.0,1,53.0
42,1,64.0,60.0,60.0,69.0,0,60.0
42,2,64.0,60.0,82.0,58.0,0,82.0
42,3,64.0,60.0,73.0,70.0,0,73.0
42,4,64.0,60.0,56.0,69.0,0,56.0
42,5,64.0,60.0,67.0,55.0,0,67.0
42,6,64.0,60.0,62.0,53.0,0,62.0
42,7,64.0,60.0,62.0,58.0,0,62.0
42,8,64.0,60.0,81.0,45.0,0,81.0
42,9,64.0,60.0,65.0,56.0,0,65.0
43,0,60.0,80.0,46.0,74.0,1,74.0
43,1,60.0,80.0,57.0,85.0,1,85.0
43,2,60.0,80.0,59.0,89.0,1,89.0
43,3,60.0,80.0,56.0,73.0,0,56.0
43,4,60.0,80.0,60.0,74.0,1,74.0
44,0,10.0,40.0,1.0,46.0,0,1.0
44,1,10.0,40.0,5.0,48.0,0,5.0
44,2,10.0,40.0,6.0,26.0,1,26.0
44,3,10.0,40.0,15.0,48.0,1,48.0
44,4,10.0,40.0,-0.0,30.0,0,-0.0
45,0,40.0,60.0,48.0,69.0,1,69.0
45,1,40.0,60.0,33.0,72.0,0,33.0
45,2,40.0,60.0,52.0,54.0,1,54.0
45,3,40.0,60.0,47.0,64.0,0,47.0
45,4,40.0,60.0,46.0,58.0,1,58.0
45,5,40.0,60.0,43.0,66.0,1,66.0
45,6,40.0,60.0,56.0,60.0,1,60.0
45,7,40.0,60.0,41.0,69.0,1,69.0
45,8,40.0,60.0,53.0,58.0,1,58.0
45,9,40.0,60.0,30.0,48.0,1,48.0
46,0,48.0,40.0,59.0,35.0,1,35.0
46,1,48.0,40.0,54.0,56.0,1,56.0
46,2,48.0,40.0,63.0,26.0,0,63.0
46,3,48.0,40.0,54.0,37.0,0,54.0
46,4,48.0,40.0,54.0,41.0,1,41.0
47,0,10.0,40.0,-2.0,28.0,1,28.0
47,1,10.0,40.0,8.0,55.0,0,8.0
47,2,10.0,40.0,6.0,32.0,1,32.0
47,3,10.0,40.0,26.0,58.0,1,58.0
47,4,10.0,40.0,23.0,44.0,1,44.0
47,5,10.0,40.0,21.0,53.0,1,53.0
47,6,10.0,40.0,27.0,35.0,1,35.0
47,7,10.0,40.0,-1.0,37.0,1,37.0
47,8,10.0,40.0,11.0,41.0,1,41.0
47,9,10.0,40.0,3.0,45.0,1,45.0
48,0,10.0,40.0,16.0,47.0,0,16.0
48,1,10.0,40.0,7.0,46.0,1,46.0
48,2,10.0,40.0,3.0,36.0,0,3.0
48,3,10.0,40.0,3.0,34.0,1,34.0
48,4,10.0,40.0,15.0,44.0,0,15.0
49,0,60.0,40.0,61.0,47.0,1,47.0
49,1,60.0,40.0,54.0,29.0,0,54.0
49,2,60.0,40.0,72.0,50.0,0,72.0
49,3,60.0,40.0,55.0,42.0,1,42.0
49,4,60.0,40.0,53.0,42.0,0,53.0
49,5,60.0,40.0,61.0,35.0,0,61.0
49,6,60.0,40.0,51.0,36.0,0,51.0
49,7,60.0,40.0,54.0,34.0,0,54.0
49,8,60.0,40.0,60.0,50.0,0,60.0
49,9,60.0,40.0,52.0,38.0,0,52.0
50,0,32.0,40.0,16.0,43.0,1,43.0
50,1,32.0,40.0,25.0,36.0,1,36.0
50,2,32.0,40.0,22.0,39.0,0,22.0
50,3,32.0,40.0,23.0,34.0,1,34.0
50,4,32.0,40.0,21.0,47.0,1,47.0
51,0,40.0,20.0,52.0,21.0,0,52.0
51,1,40.0,20.0,39.0,35.0,1,35.0
51,2,40.0,20.0,43.0,17.0,1,17.0
51,3,40.0,20.0,18.0,28.0,1,28.0
51,4,40.0,20.0,44.0,27.0,0,44.0
51,5,40.0,20.0,39.0,20.0,0,39.0
51,6,40.0,20.0,43.0,14.0,0,43.0
51,7,40.0,20.0,51.0,20.0,0,51.0
51,8,40.0,20.0,43.0,7.0,0,43.0
51,9,40.0,20.0,42.0,15.0,0,42.0
52,0,40.0,10.0,39.0,7.0,1,7.0
52,1,40.0,10.0,28.0,0.0,0,28.0
52,2,40.0,10.0,38.0,23.0,0,38.0
52,3,40.0,10.0,45.0,15.0,1,15.0
52,4,40.0,10.0,55.0,-6.0,0,55.0
53,0,30.0,60.0,41.0,57.0,0,41.0
53,1,30.0,60.0,29.0,52.0,1,52.0
53,2,30.0,60.0,7.0,67.0,1,67.0
53,3,30.0,60.0,22.0,62.0,1,62.0
53,4,30.0,60.0,28.0,73.0,0,28.0
54,0,60.0,56.0,69.0,52.0,1,52.0
54,1,60.0,56.0,62.0,60.0,0,62.0
54,2,60.0,56.0,64.0,58.0,1,58.0
54,3,60.0,56.0,66.0,60.0,0,66.0
54,4,60.0,56.0,60.0,66.0,0,60.0
54,5,60.0,56.0,65.0,48.0,0,65.0
54,6,60.0,56.0,61.0,50.0,0,61.0
54,7,60.0,56.0,67.0,62.0,0,67.0
54,8,60.0,56.0,67.0,44.0,0,67.0
54,9,60.0,56.0,56.0,54.0,0,56.0
55,0,60.0,68.0,61.0,64.0,0,61.0
55,1,60.0,68.0,67.0,68.0,1,68.0
55,2,60.0,68.0,55.0,61.0,1,61.0
55,3,60.0,68.0,72.0,75.0,0,72.0
55,4,60.0,68.0,53.0,56.0,0,53.0
56,0,40.0,10.0,33.0,29.0,0,33.0
56,1,40.0,10.0,48.0,10.0,0,48.0
56,2,40.0,10.0,40.0,16.0,0,40.0
56,3,40.0,10.0,49.0,21.0,1,21.0
56,4,40.0,10.0,44.0,12.0,0,44.0
56,5,40.0,10.0,38.0,5.0,0,38.0
56,6,40.0,10.0,37.0,6.0,0,37.0
56,7,40.0,10.0,51.0,10.0,0,51.0
56,8,40.0,10.0,43.0,13.0,0,43.0
56,9,40.0,10.0,51.0,19.0,0,51.0
57,0,20.0,40.0,6.0,29.0,0,6.0
57,1,20.0,40.0,10.0,41.0,1,41.0
57,2,20.0,40.0,18.0,27.0,0,18.0
57,3,20.0,40.0,13.0,48.0,0,13.0
57,4,20.0,40.0,14.0,24.0,0,14.0
58,0,60.0,80.0,53.0,80.0,1,80.0
58,1,60.0,80.0,54.0,83.0,1,83.0
58,2,60.0,80.0,45.0,81.0,1,81.0
58,3,60.0,80.0,67.0,84.0,0,67.0
58,4,60.0,80.0,52.0,80.0,1,80.0
58,5,60.0,80.0,59.0,72.0,1,72.0
58,6,60.0,80.0,64.0,89.0,1,89.0
58,7,60.0,80.0,66.0,87.0,1,87.0
58,8,60.0,80.0,64.0,92.0,1,92.0
58,9,60.0,80.0,68.0,86.0,1,86.0
59,0,36.0,40.0,38.0,38.0,0,38.0
59,1,36.0,40.0,26.0,51.0,1,51.0
59,2,36.0,40.0,44.0,28.0,0,44.0
59,3,36.0,40.0,30.0,28.0,1,28.0
59,4,36.0,40.0,19.0,28.0,0,19.0
59,5,36.0,40.0,43.0,48.0,0,43.0
59,6,36.0,40.0,30.0,42.0,0,30.0
59,7,36.0,40.0,36.0,41.0,0,36.0
59,8,36.0,40.0,31.0,26.0,0,31.0
59,9,36.0,40.0,33.0,53.0,0,33.0
60,0,40.0,36.0,50.0,32.0,1,32.0
60,1,40.0,36.0,39.0,37.0,1,37.0
60,2,40.0,36.0,51.0,33.0,0,51.0
60,3,40.0,36.0,44.0,32.0,0,44.0
60,4,40.0,36.0,36.0,45.0,0,36.0
60,5,40.0,36.0,26.0,37.0,0,26.0
60,6,40.0,36.0,39.0,43.0,0,39.0
60,7,40.0,36.0,39.0,38.0,0,39.0
60,8,40.0,36.0,30.0,51.0,0,30.0
60,9,40.0,36.0,49.0,39.0,0,49.0
61,0,60.0,52.0,67.0,55.0,0,67.0
61,1,60.0,52.0,48.0,50.0,1,50.0
61,2,60.0,52.0,50.0,62.0,1,62.0
61,3,60.0,52.0,55.0,56.0,1,56.0
61,4,60.0,52.0,52.0,50.0,0,52.0
62,0,60.0,80.0,58.0,77.0,1,77.0
62,1,60.0,80.0,58.0,67.0,1,67.0
62,2,60.0,80.0,55.0,73.0,0,55.0
62,3,60.0,80.0,61.0,70.0,1,70.0
62,4,60.0,80.0,71.0,97.0,1,97.0
63,0,48.0,40.0,51.0,40.0,0,51.0
63,1,48.0,40.0,45.0,48.0,1,48.0
63,2,48.0,40.0,42.0,25.0,0,42.0
63,3,48.0,40.0,32.0,51.0,0,32.0
63,4,48.0,40.0,40.0,31.0,0,40.0
64,0,60.0,48.0,54.0,39.0,1,39.0
64,1,60.0,48.0,52.0,46.0,0,52.0
64,2,60.0,48.0,60.0,54.0,0,60.0
64,3,60.0,48.0,69.0,57.0,1,57.0
64,4,60.0,48.0,72.0,56.0,0,72.0
64,5,60.0,48.0,67.0,54.0,0,67.0
64,6,60.0,48.0,58.0,29.0,0,58.0
64,7,60.0,48.0,62.0,32.0,0,62.0
64,8,60.0,48.0,51.0,37.0,0,51.0
64,9,60.0,48.0,58.0,38.0,0,58.0
65,0,60.0,52.0,65.0,47.0,0,65.0
65,1,60.0,52.0,64.0,37.0,1,37.0
65,2,60.0,52.0,56.0,44.0,1,44.0
65,3,60.0,52.0,68.0,68.0,0,68.0
65,4,60.0,52.0,68.0,46.0,0,68.0
65,5,60.0,52.0,69.0,54.0,0,69.0
65,6,60.0,52.0,60.0,58.0,0,60.0
65,7,60.0,52.0,58.0,59.0,0,58.0
65,8,60.0,52.0,71.0,68.0,0,71.0
65,9,60.0,52.0,59.0,47.0,0,59.0
66,0,40.0,48.0,34.0,48.0,1,48.0
66,1,40.0,48.0,27.0,37.0,0,27.0
66,2,40.0,48.0,42.0,48.0,1,48.0
66,3,40.0,48.0,37.0,50.0,1,50.0
66,4,40.0,48.0,33.0,35.0,1,35.0
67,0,40.0,32.0,34.0,33.0,0,34.0
67,1,40.0,32.0,45.0,42.0,1,42.0
67,2,40.0,32.0,40.0,24.0,1,24.0
67,3,40.0,32.0,48.0,28.0,0,48.0
67,4,40.0,32.0,33.0,34.0,0,33.0
67,5,40.0,32.0,48.0,23.0,0,48.0
67,6,40.0,32.0,40.0,36.0,0,40.0
67,7,40.0,32.0,39.0,27.0,0,39.0
67,8,40.0,32.0,49.0,34.0,0,49.0
67,9,40.0,32.0,27.0,34.0,0,27.0
68,0,48.0,40.0,61.0,32.0,0,61.0
68,1,48.0,40.0,47.0,28.0,1,28.0
68,2,48.0,40.0,47.0,44.0,0,47.0
68,3,48.0,40.0,50.0,43.0,1,43.0
68,4,48.0,40.0,60.0,35.0,0,60.0
69,0,40.0,70.0,42.0,80.0,1,80.0
69,1,40.0,70.0,51.0,74.0,1,74.0
69,2,40.0,70.0,39.0,66.0,1,66.0
69,3,40.0,70.0,42.0,82.0,0,42.0
69,4,40.0,70.0,35.0,79.0,1,79.0
69,5,40.0,70.0,37.0,50.0,1,50.0
69,6,40.0,70.0,32.0,66.0,1,66.0
69,7,40.0,70.0,55.0,64.0,1,64.0
69,8,40.0,70.0,30.0,75.0,1,75.0
69,9,40.0,70.0,28.0,61.0,1,61.0
70,0,60.0,40.0,60.0,36.0,0,60.0
70,1,60.0,40.0,42.0,38.0,1,38.0
70,2,60.0,40.0,54.0,20.0,1,20.0
70,3,60.0,40.0,49.0,42.0,0,49.0
70,4,60.0,40.0,52.0,46.0,0,52.0
70,5,60.0,40.0,52.0,43.0,0,52.0
