run,trial,mean0,mean1,reward0,reward1,choice,reward
19,4,40.0,60.0,31.0,64.0,0,31.0
19,5,40.0,60.0,50.0,57.0,0,50.0
19,6,40.0,60.0,57.0,63.0,0,57.0
19,7,40.0,60.0,33.0,63.0,0,33.0
19,8,40.0,60.0,39.0,59.0,0,39.0
19,9,40.0,60.0,39.0,65.0,0,39.0
20,0,32.0,40.0,20.0,50.0,0,20.0
20,1,32.0,40.0,26.0,42.0,0,26.0
20,2,32.0,40.0,21.0,43.0,0,21.0
20,3,32.0,40.0,38.0,47.0,1,47.0
20,4,32.0,40.0,36.0,39.0,0,36.0
20,5,32.0,40.0,21.0,37.0,0,21.0
20,6,32.0,40.0,33.0,52.0,0,33.0
20,7,32.0,40.0,35.0,36.0,0,35.0
20,8,32.0,40.0,28.0,46.0,0,28.0
20,9,32.0,40.0,34.0,37.0,0,34.0
21,0,40.0,36.0,39.0,28.0,1,28.0
21,1,40.0,36.0,23.0,30.0,1,30.0
21,2,40.0,36.0,45.0,34.0,0,45.0
21,3,40.0,36.0,42.0,33.0,1,33.0
21,4,40.0,36.0,33.0,43.0,0,33.0
22,0,60.0,40.0,65.0,30.0,1,30.0
22,1,60.0,40.0,50.0,47.0,1,47.0
22,2,60.0,40.0,66.0,47.0,0,66.0
22,3,60.0,40.0,57.0,19.0,0,57.0
22,4,60.0,40.0,52.0,30.0,0,52.0
22,5,60.0,40.0,47.0,36.0,0,47.0
22,6,60.0,40.0,84.0,46.0,0,84.0
22,7,60.0,40.0,71.0,37.0,0,71.0
22,8,60.0,40.0,61.0,35.0,0,61.0
22,9,60.0,40.0,62.0,42.0,0,62.0
23,0,40.0,52.0,43.0,45.0,1,45.0
23,1,40.0,52.0,37.0,51.0,1,51.0
23,2,40.0,52.0,33.0,49.0,0,33.0
23,3,40.0,52.0,38.0,38.0,0,38.0
23,4,40.0,52.0,47.0,57.0,1,57.0
23,5,40.0,52.0,48.0,40.0,1,40.0
23,6,40.0,52.0,31.0,48.0,1,48.0
23,7,40.0,52.0,33.0,49.0,1,49.0
23,8,40.0,52.0,25.0,48.0,1,48.0
23,9,40.0,52.0,38.0,51.0,1,51.0
24,0,60.0,40.0,73.0,13.0,1,13.0
24,1,60.0,40.0,63.0,37.0,0,63.0
24,2,60.0,40.0,73.0,40.0,1,40.0
24,3,60.0,40.0,54.0,24.0,0,54.0
24,4,60.0,40.0,67.0,44.0,0,67.0
25,0,48.0,60.0,56.0,66.0,1,66.0
25,1,48.0,60.0,33.0,49.0,0,33.0
25,2,48.0,60.0,46.0,57.0,0,46.0
25,3,48.0,60.0,48.0,39.0,0,48.0
25,4,48.0,60.0,42.0,54.0,0,42.0
26,0,40.0,44.0,34.0,57.0,0,34.0
26,1,40.0,44.0,33.0,58.0,1,58.0
26,2,40.0,44.0,37.0,48.0,0,37.0
26,3,40.0,44.0,20.0,38.0,0,20.0
26,4,40.0,44.0,34.0,52.0,0,34.0
27,0,60.0,40.0,48.0,28.0,1,28.0
27,1,60.0,40.0,64.0,44.0,0,64.0
27,2,60.0,40.0,51.0,45.0,0,51.0
27,3,60.0,40.0,69.0,41.0,0,69.0
27,4,60.0,40.0,68.0,39.0,0,68.0
27,5,60.0,40.0,74.0,44.0,0,74.0
27,6,60.0,40.0,51.0,40.0,0,51.0
27,7,60.0,40.0,60.0,44.0,0,60.0
27,8,60.0,40.0,46.0,33.0,0,46.0
27,9,60.0,40.0,52.0,33.0,0,52.0
28,0,72.0,60.0,69.0,67.0,1,67.0
28,1,72.0,60.0,72.0,64.0,0,72.0
28,2,72.0,60.0,80.0,55.0,1,55.0
28,3,72.0,60.0,77.0,71.0,0,77.0
28,4,72.0,60.0,68.0,58.0,0,68.0
29,0,40.0,60.0,40.0,48.0,1,48.0
29,1,40.0,60.0,40.0,71.0,0,40.0
29,2,40.0,60.0,51.0,62.0,0,51.0
29,3,40.0,60.0,52.0,62.0,0,52.0
29,4,40.0,60.0,37.0,73.0,0,37.0
29,5,40.0,60.0,38.0,68.0,0,38.0
29,6,40.0,60.0,29.0,63.0,0,29.0
29,7,40.0,60.0,25.0,48.0,0,25.0
29,8,40.0,60.0,31.0,52.0,0,31.0
29,9,40.0,60.0,34.0,61.0,0,34.0
30,0,68.0,60.0,59.0,58.0,0,59.0
30,1,68.0,60.0,74.0,46.0,0,74.0
30,2,68.0,60.0,52.0,58.0,1,58.0
30,3,68.0,60.0,74.0,61.0,1,61.0
30,4,68.0,60.0,76.0,71.0,0,76.0
31,0,60.0,40.0,62.0,27.0,1,27.0
31,1,60.0,40.0,62.0,53.0,0,62.0
31,2,60.0,40.0,58.0,42.0,0,58.0
31,3,60.0,40.0,52.0,43.0,0,52.0
31,4,60.0,40.0,49.0,36.0,0,49.0
32,0,40.0,48.0,40.0,35.0,1,35.0
32,1,40.0,48.0,46.0,56.0,0,46.0
32,2,40.0,48.0,35.0,43.0,0,35.0
32,3,40.0,48.0,36.0,57.0,1,57.0
32,4,40.0,48.0,27.0,42.0,0,27.0
33,0,48.0,40.0,36.0,44.0,1,44.0
33,1,48.0,40.0,42.0,17.0,0,42.0
33,2,48.0,40.0,37.0,34.0,1,34.0
33,3,48.0,40.0,42.0,43.0,1,43.0
33,4,48.0,40.0,57.0,35.0,1,35.0
34,0,60.0,80.0,63.0,81.0,0,63.0
34,1,60.0,80.0,70.0,82.0,1,82.0
34,2,60.0,80.0,62.0,84.0,0,62.0
34,3,60.0,80.0,51.0,96.0,1,96.0
34,4,60.0,80.0,68.0,89.0,0,68.0
34,5,60.0,80.0,58.0,82.0,0,58.0
34,6,60.0,80.0,61.0,88.0,0,61.0
34,7,60.0,80.0,50.0,89.0,0,50.0
34,8,60.0,80.0,66.0,100.0,0,66.0
34,9,60.0,80.0,46.0,81.0,0,46.0
35,0,60.0,72.0,53.0,67.0,1,67.0
35,1,60.0,72.0,58.0,79.0,0,58.0
35,2,60.0,72.0,61.0,74.0,0,61.0
35,3,60.0,72.0,47.0,82.0,1,82.0
35,4,60.0,72.0,62.0,90.0,1,90.0
36,0,40.0,36.0,40.0,22.0,0,40.0
36,1,40.0,36.0,36.0,44.0,0,36.0
36,2,40.0,36.0,37.0,44.0,0,37.0
36,3,40.0,36.0,27.0,34.0,1,34.0
36,4,40.0,36.0,35.0,48.0,0,35.0
37,0,60.0,30.0,72.0,24.0,0,72.0
37,1,60.0,30.0,65.0,30.0,1,30.0
37,2,60.0,30.0,51.0,27.0,0,51.0
37,3,60.0,30.0,67.0,40.0,0,67.0
37,4,60.0,30.0,62.0,34.0,0,62.0
38,0,80.0,60.0,81.0,47.0,1,47.0
38,1,80.0,60.0,87.0,61.0,0,87.0
38,2,80.0,60.0,97.0,60.0,0,97.0
38,3,80.0,60.0,90.0,62.0,1,62.0
38,4,80.0,60.0,69.0,61.0,0,69.0
38,5,80.0,60.0,64.0,71.0,0,64.0
38,6,80.0,60.0,88.0,63.0,0,88.0
38,7,80.0,60.0,81.0,50.0,0,81.0
38,8,80.0,60.0,84.0,70.0,0,84.0
38,9,80.0,60.0,89.0,62.0,0,89.0
39,0,72.0,60.0,69.0,59.0,0,69.0
39,1,72.0,60.0,76.0,47.0,0,76.0
39,2,72.0,60.0,64.0,63.0,1,63.0
39,3,72.0,60.0,72.0,56.0,1,56.0
39,4,72.0,60.0,66.0,69.0,0,66.0
39,5,72.0,60.0,78.0,44.0,0,78.0
39,6,72.0,60.0,86.0,72.0,0,86.0
39,7,72.0,60.0,75.0,63.0,0,75.0
39,8,72.0,60.0,80.0,57.0,0,80.0
39,9,72.0,60.0,75.0,59.0,0,75.0
40,0,52.0,40.0,68.0,42.0,1,42.0
40,1,52.0,40.0,62.0,39.0,1,39.0
40,2,52.0,40.0,55.0,52.0,1,52.0
40,3,52.0,40.0,47.0,39.0,0,47.0
40,4,52.0,40.0,59.0,46.0,1,46.0
40,5,52.0,40.0,52.0,31.0,1,31.0
40,6,52.0,40.0,53.0,38.0,1,38.0
40,7,52.0,40.0,64.0,36.0,1,36.0
40,8,52.0,40.0,52.0,53.0,1,53.0
40,9,52.0,40.0,56.0,59.0,1,59.0
41,0,48.0,60.0,50.0,59.0,1,59.0
41,1,48.0,60.0,30.0,67.0,0,30.0
41,2,48.0,60.0,35.0,60.0,1,60.0
41,3,48.0,60.0,58.0,60.0,0,58.0
41,4,48.0,60.0,45.0,74.0,1,74.0
42,0,70.0,40.0,61.0,37.0,1,37.0
42,1,70.0,40.0,58.0,44.0,1,44.0
42,2,70.0,40.0,84.0,39.0,0,84.0
42,3,70.0,40.0,60.0,26.0,0,60.0
42,4,70.0,40.0,67.0,53.0,0,67.0
42,5,70.0,40.0,57.0,43.0,0,57.0
42,6,70.0,40.0,66.0,42.0,0,66.0
42,7,70.0,40.0,66.0,42.0,0,66.0
42,8,70.0,40.0,64.0,37.0,0,64.0
42,9,70.0,40.0,75.0,40.0,0,75.0
43,0,60.0,40.0,67.0,38.0,0,67.0
43,1,60.0,40.0,52.0,35.0,0,52.0
43,2,60.0,40.0,60.0,36.0,1,36.0
43,3,60.0,40.0,67.0,31.0,0,67.0
43,4,60.0,40.0,66.0,39.0,0,66.0
43,5,60.0,40.0,45.0,46.0,0,45.0
43,6,60.0,40.0,56.0,42.0,0,56.0
43,7,60.0,40.0,77.0,38.0,0,77.0
43,8,60.0,40.0,50.0,42.0,0,50.0
43,9,60.0,40.0,60.0,35.0,0,60.0
44,0,40.0,20.0,37.0,4.0,1,4.0
44,1,40.0,20.0,43.0,24.0,1,24.0
44,2,40.0,20.0,42.0,16.0,0,42.0
44,3,40.0,20.0,48.0,15.0,1,15.0
44,4,40.0,20.0,30.0,20.0,1,20.0
44,5,40.0,20.0,35.0,15.0,1,15.0
44,6,40.0,20.0,32.0,19.0,1,19.0
44,7,40.0,20.0,41.0,16.0,1,16.0
44,8,40.0,20.0,40.0,8.0,1,8.0
44,9,40.0,20.0,35.0,25.0,1,25.0
45,0,40.0,48.0,45.0,47.0,1,47.0
45,1,40.0,48.0,39.0,43.0,0,39.0
45,2,40.0,48.0,29.0,39.0,1,39.0
45,3,40.0,48.0,34.0,52.0,1,52.0
45,4,40.0,48.0,42.0,51.0,1,51.0
46,0,80.0,60.0,81.0,57.0,1,57.0
46,1,80.0,60.0,81.0,59.0,0,81.0
46,2,80.0,60.0,72.0,61.0,0,72.0
46,3,80.0,60.0,78.0,62.0,1,62.0
46,4,80.0,60.0,65.0,69.0,0,65.0
47,0,64.0,60.0,83.0,54.0,1,54.0
47,1,64.0,60.0,59.0,57.0,0,59.0
47,2,64.0,60.0,67.0,74.0,0,67.0
47,3,64.0,60.0,66.0,62.0,1,62.0
47,4,64.0,60.0,71.0,65.0,0,71.0
48,0,60.0,68.0,59.0,54.0,0,59.0
48,1,60.0,68.0,62.0,66.0,1,66.0
48,2,60.0,68.0,56.0,76.0,0,56.0
48,3,60.0,68.0,62.0,74.0,0,62.0
48,4,60.0,68.0,64.0,69.0,0,64.0
49,0,40.0,60.0,39.0,63.0,0,39.0
49,1,40.0,60.0,40.0,63.0,0,40.0
49,2,40.0,60.0,41.0,49.0,1,49.0
49,3,40.0,60.0,50.0,70.0,0,50.0
49,4,40.0,60.0,38.0,65.0,0,38.0
50,0,68.0,60.0,62.0,56.0,0,62.0
50,1,68.0,60.0,65.0,58.0,0,65.0
50,2,68.0,60.0,79.0,67.0,1,67.0
50,3,68.0,60.0,70.0,48.0,1,48.0
50,4,68.0,60.0,80.0,54.0,0,80.0
50,5,68.0,60.0,58.0,49.0,0,58.0
50,6,68.0,60.0,81.0,65.0,0,81.0
50,7,68.0,60.0,70.0,64.0,0,70.0
50,8,68.0,60.0,78.0,75.0,0,78.0
50,9,68.0,60.0,59.0,74.0,0,59.0
51,0,60.0,40.0,48.0,40.0,0,48.0
51,1,60.0,40.0,70.0,48.0,0,70.0
51,2,60.0,40.0,67.0,36.0,1,36.0
51,3,60.0,40.0,60.0,29.0,1,29.0
51,4,60.0,40.0,52.0,57.0,0,52.0
51,5,60.0,40.0,63.0,40.0,0,63.0
51,6,60.0,40.0,58.0,38.0,0,58.0
51,7,60.0,40.0,66.0,53.0,0,66.0
51,8,60.0,40.0,57.0,38.0,0,57.0
51,9,60.0,40.0,55.0,27.0,0,55.0
52,0,10.0,40.0,4.0,51.0,1,51.0
52,1,10.0,40.0,14.0,37.0,1,37.0
52,2,10.0,40.0,-5.0,47.0,0,-5.0
52,3,10.0,40.0,21.0,50.0,0,21.0
52,4,10.0,40.0,2.0,25.0,1,25.0
53,0,80.0,60.0,83.0,70.0,0,83.0
53,1,80.0,60.0,82.0,67.0,0,82.0
53,2,80.0,60.0,71.0,60.0,0,71.0
53,3,80.0,60.0,74.0,60.0,1,60.0
53,4,80.0,60.0,90.0,75.0,0,90.0
53,5,80.0,60.0,86.0,65.0,0,86.0
53,6,80.0,60.0,94.0,57.0,0,94.0
53,7,80.0,60.0,86.0,68.0,0,86.0
53,8,80.0,60.0,88.0,66.0,0,88.0
53,9,80.0,60.0,96.0,73.0,0,96.0
54,0,70.0,40.0,80.0,42.0,0,80.0
54,1,70.0,40.0,72.0,39.0,1,39.0
54,2,70.0,40.0,53.0,47.0,1,47.0
54,3,70.0,40.0,87.0,37.0,1,37.0
54,4,70.0,40.0,66.0,39.0,1,39.0
54,5,70.0,40.0,86.0,26.0,1,26.0
54,6,70.0,40.0,61.0,38.0,1,38.0
54,7,70.0,40.0,64.0,28.0,1,28.0
54,8,70.0,40.0,76.0,40.0,1,40.0
54,9,70.0,40.0,78.0,43.0,1,43.0
55,0,60.0,72.0,71.0,70.0,0,71.0
55,1,60.0,72.0,64.0,78.0,1,78.0
55,2,60.0,72.0,56.0,76.0,0,56.0
55,3,60.0,72.0,60.0,72.0,1,72.0
55,4,60.0,72.0,60.0,81.0,0,60.0
55,5,60.0,72.0,60.0,77.0,0,60.0
55,6,60.0,72.0,56.0,62.0,0,56.0
55,7,60.0,72.0,83.0,62.0,0,83.0
55,8,60.0,72.0,62.0,89.0,0,62.0
55,9,60.0,72.0,56.0,74.0,0,56.0
56,0,52.0,60.0,50.0,55.0,1,55.0
56,1,52.0,60.0,49.0,65.0,0,49.0
56,2,52.0,60.0,50.0,61.0,0,50.0
56,3,52.0,60.0,53.0,48.0,1,48.0
56,4,52.0,60.0,45.0,63.0,1,63.0
56,5,52.0,60.0,57.0,60.0,1,60.0
56,6,52.0,60.0,44.0,66.0,1,66.0
56,7,52.0,60.0,46.0,71.0,1,71.0
56,8,52.0,60.0,61.0,74.0,1,74.0
56,9,52.0,60.0,47.0,65.0,1,65.0
57,0,36.0,40.0,44.0,42.0,0,44.0
57,1,36.0,40.0,37.0,48.0,1,48.0
57,2,36.0,40.0,41.0,29.0,1,29.0
57,3,36.0,40.0,42.0,43.0,1,43.0
57,4,36.0,40.0,44.0,43.0,1,43.0
57,5,36.0,40.0,40.0,19.0,1,19.0
57,6,36.0,40.0,29.0,27.0,1,27.0
57,7,36.0,40.0,41.0,33.0,1,33.0
57,8,36.0,40.0,50.0,23.0,1,23.0
57,9,36.0,40.0,21.0,38.0,1,38.0
58,0,30.0,60.0,17.0,69.0,1,69.0
58,1,30.0,60.0,13.0,54.0,1,54.0
58,2,30.0,60.0,29.0,74.0,0,29.0
58,3,30.0,60.0,36.0,57.0,1,57.0
58,4,30.0,60.0,27.0,59.0,1,59.0
59,0,70.0,40.0,59.0,27.0,0,59.0
59,1,70.0,40.0,82.0,38.0,1,38.0
59,2,70.0,40.0,65.0,28.0,1,28.0
59,3,70.0,40.0,64.0,41.0,0,64.0
59,4,70.0,40.0,74.0,38.0,0,74.0
60,0,48.0,40.0,45.0,46.0,1,46.0
60,1,48.0,40.0,49.0,37.0,1,37.0
60,2,48.0,40.0,35.0,41.0,1,41.0
60,3,48.0,40.0,53.0,45.0,0,53.0
60,4,48.0,40.0,56.0,34.0,1,34.0
60,5,48.0,40.0,47.0,40.0,1,40.0
60,6,48.0,40.0,57.0,27.0,1,27.0
60,7,48.0,40.0,45.0,24.0,1,24.0
60,8,48.0,40.0,46.0,41.0,1,41.0
60,9,48.0,40.0,47.0,56.0,1,56.0
61,0,60.0,80.0,64.0,84.0,0,64.0
61,1,60.0,80.0,61.0,95.0,0,61.0
61,2,60.0,80.0,58.0,84.0,1,84.0
61,3,60.0,80.0,61.0,81.0,1,81.0
61,4,60.0,80.0,71.0,79.0,0,71.0
61,5,60.0,80.0,63.0,75.0,0,63.0
61,6,60.0,80.0,62.0,81.0,0,62.0
61,7,60.0,80.0,47.0,74.0,0,47.0
61,8,60.0,80.0,74.0,81.0,0,74.0
61,9,60.0,80.0,66.0,86.0,0,66.0
62,0,40.0,32.0,32.0,29.0,0,32.0
62,1,40.0,32.0,36.0,22.0,0,36.0
62,2,40.0,32.0,33.0,34.0,1,34.0
62,3,40.0,32.0,45.0,33.0,0,45.0
62,4,40.0,32.0,36.0,22.0,0,36.0
63,0,10.0,40.0,0.0,33.0,0,0.0
63,1,10.0,40.0,4.0,35.0,0,4.0
63,2,10.0,40.0,6.0,40.0,1,40.0
63,3,10.0,40.0,10.0,40.0,1,40.0
63,4,10.0,40.0,12.0,46.0,1,46.0
64,0,60.0,52.0,52.0,45.0,0,52.0
64,1,60.0,52.0,66.0,54.0,1,54.0
64,2,60.0,52.0,62.0,71.0,0,62.0
64,3,60.0,52.0,62.0,49.0,1,49.0
64,4,60.0,52.0,66.0,50.0,0,66.0
64,5,60.0,52.0,68.0,45.0,0,68.0
64,6,60.0,52.0,67.0,51.0,0,67.0
64,7,60.0,52.0,60.0,37.0,0,60.0
64,8,60.0,52.0,64.0,43.0,0,64.0
64,9,60.0,52.0,50.0,51.0,0,50.0
65,0,40.0,70.0,40.0,59.0,1,59.0
65,1,40.0,70.0,42.0,87.0,1,87.0
65,2,40.0,70.0,46.0,50.0,0,46.0
65,3,40.0,70.0,47.0,65.0,1,65.0
65,4,40.0,70.0,33.0,75.0,1,75.0
65,5,40.0,70.0,48.0,67.0,1,67.0
65,6,40.0,70.0,37.0,85.0,1,85.0
65,7,40.0,70.0,53.0,73.0,1,73.0
65,8,40.0,70.0,29.0,58.0,1,58.0
65,9,40.0,70.0,21.0,83.0,1,83.0
66,0,56.0,60.0,55.0,53.0,1,53.0
66,1,56.0,60.0,53.0,64.0,0,53.0
66,2,56.0,60.0,65.0,52.0,0,65.0
66,3,56.0,60.0,47.0,56.0,1,56.0
66,4,56.0,60.0,39.0,68.0,0,39.0
67,0,60.0,80.0,57.0,75.0,1,75.0
67,1,60.0,80.0,47.0,68.0,0,47.0
67,2,60.0,80.0,57.0,72.0,1,72.0
67,3,60.0,80.0,62.0,74.0,0,62.0
67,4,60.0,80.0,55.0,85.0,1,85.0
68,0,40.0,28.0,34.0,21.0,0,34.0
68,1,40.0,28.0,37.0,30.0,1,30.0
68,2,40.0,28.0,44.0,21.0,0,44.0
68,3,40.0,28.0,42.0,30.0,0,42.0
68,4,40.0,28.0,44.0,20.0,0,44.0
68,5,40.0,28.0,49.0,19.0,0,49.0
68,6,40.0,28.0,47.0,23.0,0,47.0
68,7,40.0,28.0,40.0,30.0,0,40.0
68,8,40.0,28.0,46.0,44.0,0,46.0
68,9,40.0,28.0,37.0,21.0,0,37.0
69,0,40.0,48.0,52.0,65.0,1,65.0
69,1,40.0,48.0,37.0,39.0,0,37.0
69,2,40.0,48.0,43.0,44.0,0,43.0
69,3,40.0,48.0,48.0,45.0,1,45.0
69,4,40.0,48.0,53.0,65.0,1,65.0
69,5,40.0,48.0,51.0,64.0,1,64.0
69,6,40.0,48.0,39.0,46.0,1,46.0
69,7,40.0,48.0,35.0,52.0,1,52.0
69,8,40.0,48.0,35.0,48.0,1,48.0
69,9,40.0,48.0,47.0,44.0,1,44.0
70,0,44.0,40.0,43.0,45.0,1,45.0
70,1,44.0,40.0,36.0,39.0,1,39.0
70,2,44.0,40.0,37.0,33.0,0,37.0
70,3,44.0,40.0,42.0,29.0,0,42.0
70,4,44.0,40.0,48.0,43.0,1,43.0
70,5,44.0,40.0,38.0,53.0,1,53.0
70,6,44.0,40.0,39.0,43.0,1,43.0
70,7,44.0,40.0,47.0,45.0,1,45.0
70,8,44.0,40.0,51.0,32.0,1,32.0
70,9,44.0,40.0,34.0,39.0,1,39.0
71,0,40.0,36.0,43.0,31.0,1,31.0
71,1,40.0,36.0,44.0,47.0,0,44.0
71,2,40.0,36.0,54.0,23.0,1,23.0
71,3,40.0,36.0,28.0,34.0,0,28.0
71,4,40.0,36.0,31.0,35.0,0,31.0
72,0,48.0,40.0,52.0,29.0,0,52.0
72,1,48.0,40.0,57.0,61.0,1,61.0
72,2,48.0,40.0,70.0,45.0,1,45.0
72,3,48.0,40.0,51.0,41.0,0,51.0
72,4,48.0,40.0,55.0,37.0,1,37.0
73,0,36.0,40.0,44.0,35.0,1,35.0
