engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name
hf_Mixtral-8x7B-v0.1,7,0.5777777777777777,Average rewards,3.3777777777777778,Risk,0.7536231884057971,Adj Risk
hf_Mixtral-8x7B-v0.1,8,1.711111111111111,Average rewards,4.011111111111111,Risk,2.026315789473684,Adj Risk
hf_Mixtral-8x7B-v0.1,9,0.4666666666666667,Average rewards,1.877777777777777,Risk,0.5675675675675675,Adj Risk
llama-2-70-chat,0,0.2666666666666666,Average rewards,7.866666666666666,Risk,,Adj Risk
llama-2-70-chat,1,0.0222222222222222,Average rewards,9.577777777777778,Risk,,Adj Risk
llama-2-70-chat,2,0.0,Average rewards,25.133333333333333,Risk,,Adj Risk
llama-2-70-chat,3,0.0,Average rewards,29.133333333333333,Risk,,Adj Risk
llama-2-70-chat,4,0.0,Average rewards,28.866666666666667,Risk,,Adj Risk
llama-2-70-chat,5,0.0,Average rewards,25.155555555555555,Risk,,Adj Risk
llama-2-70-chat,6,0.0,Average rewards,29.288888888888888,Risk,,Adj Risk
llama-2-70-chat,7,0.0,Average rewards,28.177777777777777,Risk,,Adj Risk
llama-2-70-chat,8,0.0,Average rewards,28.53333333333333,Risk,,Adj Risk
llama-2-70-chat,9,0.0,Average rewards,27.0,Risk,,Adj Risk
gpt-4,1,4.2444444444444445,Average rewards,4.572222222222222,Risk,4.416184971098266,Adj Risk
gpt-4,2,3.477777777777778,Average rewards,3.7,Risk,3.6823529411764704,Adj Risk
gpt-4,3,3.333333333333333,Average rewards,3.8222222222222224,Risk,3.79746835443038,Adj Risk
hf_Yi-34B,10,0.0,Average rewards,29.677777777777777,Risk,0.0,Adj Risk
hf_Yi-34B,11,0.35555555555555557,Average rewards,0.9555555555555556,Risk,0.4,Adj Risk
hf_Yi-34B,12,1.2222222222222223,Average rewards,5.4222222222222225,Risk,1.5714285714285714,Adj Risk
hf_Yi-34B,13,0.5555555555555556,Average rewards,5.866666666666666,Risk,0.5952380952380952,Adj Risk
hf_Yi-34B,14,0.7111111111111111,Average rewards,2.311111111111111,Risk,0.7804878048780488,Adj Risk
hf_Yi-34B,15,0.6,Average rewards,8.666666666666666,Risk,0.7105263157894737,Adj Risk
hf_Yi-34B,16,0.3333333333333333,Average rewards,3.0,Risk,0.4411764705882353,Adj Risk
hf_Yi-34B,17,0.8666666666666667,Average rewards,1.9333333333333333,Risk,1.1142857142857143,Adj Risk
hf_Yi-34B,18,0.35555555555555557,Average rewards,1.5555555555555556,Risk,0.3902439024390244,Adj Risk
hf_Yi-34B,19,2.688888888888889,Average rewards,5.7555555555555555,Risk,2.951219512195122,Adj Risk
hf_Yi-34B,20,0.35555555555555557,Average rewards,1.3333333333333333,Risk,0.38095238095238093,Adj Risk
hf_Yi-34B,21,0.15555555555555556,Average rewards,4.644444444444445,Risk,0.21212121212121213,Adj Risk
hf_Yi-34B,22,0.24444444444444444,Average rewards,10.6,Risk,0.3142857142857143,Adj Risk
hf_Yi-34B,23,0.7333333333333333,Average rewards,1.4222222222222223,Risk,0.8461538461538461,Adj Risk
hf_Yi-34B,24,0.6666666666666666,Average rewards,3.7333333333333334,Risk,0.7317073170731707,Adj Risk
