engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name
text-davinci-003,6,0.0,Average rewards,32.86666666666667,Risk,0.0,Adj Risk
text-davinci-003,7,0.3555555555555555,Average rewards,26.844444444444445,Risk,2.0,Adj Risk
text-davinci-003,8,0.0,Average rewards,28.22222222222222,Risk,0.0,Adj Risk
text-davinci-003,9,0.1111111111111111,Average rewards,28.57777777777778,Risk,1.6666666666666667,Adj Risk
text-davinci-003,10,0.0,Average rewards,27.8,Risk,,Adj Risk
text-davinci-003,11,0.0,Average rewards,30.08888888888889,Risk,,Adj Risk
text-davinci-003,12,0.0,Average rewards,25.75555555555556,Risk,,Adj Risk
hf_Llama-2-13b-longlora-32k,0,1.0444444444444445,Average rewards,1.2222222222222223,Risk,1.175,Adj Risk
hf_Llama-2-13b-longlora-32k,1,1.0888888888888888,Average rewards,1.3111111111111111,Risk,1.195121951219512,Adj Risk
hf_Llama-2-13b-longlora-32k,2,0.9555555555555556,Average rewards,1.2,Risk,1.048780487804878,Adj Risk
hf_Llama-2-13b-longlora-32k,3,1.2666666666666666,Average rewards,1.4,Risk,1.3902439024390243,Adj Risk
hf_Llama-2-13b-longlora-32k,4,1.3777777777777778,Average rewards,1.7333333333333334,Risk,1.55,Adj Risk
hf_Llama-2-13b-longlora-32k,5,1.1777777777777778,Average rewards,1.2444444444444445,Risk,1.2325581395348837,Adj Risk
hf_Llama-2-13b-longlora-32k,6,1.3111111111111111,Average rewards,1.5555555555555556,Risk,1.372093023255814,Adj Risk
hf_Llama-2-13b-longlora-32k,7,1.6222222222222222,Average rewards,1.8444444444444448,Risk,1.825,Adj Risk
hf_Llama-2-13b-longlora-32k,8,1.1777777777777778,Average rewards,1.4666666666666666,Risk,1.4722222222222223,Adj Risk
hf_Llama-2-13b-longlora-32k,9,0.7555555555555555,Average rewards,1.0888888888888888,Risk,0.8095238095238095,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,0,4.622222222222222,Average rewards,18.6,Risk,10.4,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,1,4.666666666666667,Average rewards,9.8,Risk,7.0,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,2,6.222222222222222,Average rewards,11.377777777777778,Risk,11.666666666666666,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,3,4.133333333333334,Average rewards,17.733333333333334,Risk,14.307692307692308,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,4,4.888888888888889,Average rewards,17.91111111111111,Risk,11.0,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,5,1.4,Average rewards,19.044444444444444,Risk,5.25,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,6,4.488888888888889,Average rewards,10.511111111111113,Risk,7.769230769230769,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,7,2.6444444444444444,Average rewards,13.511111111111113,Risk,5.666666666666667,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,8,6.555555555555555,Average rewards,16.377777777777776,Risk,14.047619047619047,Adj Risk
hf_Llama-2-70b-chat-longlora-32k,9,6.311111111111111,Average rewards,13.355555555555556,Risk,14.947368421052632,Adj Risk
llama-2-70-chat,0,0.0,Average rewards,31.133333333333333,Risk,,Adj Risk
llama-2-70-chat,1,0.0,Average rewards,23.0,Risk,,Adj Risk
llama-2-70-chat,2,0.0,Average rewards,25.133333333333333,Risk,,Adj Risk
llama-2-70-chat,3,0.0,Average rewards,29.133333333333333,Risk,,Adj Risk
llama-2-70-chat,4,0.0,Average rewards,28.866666666666667,Risk,,Adj Risk
llama-2-70-chat,5,0.0,Average rewards,25.155555555555555,Risk,,Adj Risk
llama-2-70-chat,6,0.0,Average rewards,29.288888888888888,Risk,,Adj Risk
llama-2-70-chat,7,0.0,Average rewards,28.177777777777777,Risk,,Adj Risk
llama-2-70-chat,8,0.0,Average rewards,28.53333333333333,Risk,,Adj Risk
llama-2-70-chat,9,0.0,Average rewards,27.0,Risk,,Adj Risk
hf_koala-7B-HF,0,0.1333333333333333,Average rewards,0.2666666666666666,Risk,0.1395348837209302,Adj Risk
hf_koala-7B-HF,1,0.1111111111111111,Average rewards,0.1111111111111111,Risk,0.1111111111111111,Adj Risk
hf_koala-7B-HF,2,0.3777777777777777,Average rewards,0.4666666666666667,Risk,0.3863636363636363,Adj Risk
hf_koala-7B-HF,3,0.1555555555555555,Average rewards,0.1555555555555555,Risk,0.1555555555555555,Adj Risk
hf_koala-7B-HF,4,0.4888888888888889,Average rewards,0.4888888888888889,Risk,0.4888888888888889,Adj Risk
hf_koala-7B-HF,5,0.2444444444444444,Average rewards,0.2444444444444444,Risk,0.2444444444444444,Adj Risk
hf_koala-7B-HF,6,0.4444444444444444,Average rewards,0.4666666666666667,Risk,0.4545454545454545,Adj Risk
hf_koala-7B-HF,7,0.3555555555555555,Average rewards,0.3555555555555555,Risk,0.3555555555555555,Adj Risk
hf_koala-7B-HF,8,0.1777777777777777,Average rewards,0.2,Risk,0.1818181818181818,Adj Risk
hf_koala-7B-HF,9,0.4,Average rewards,0.4,Risk,0.4,Adj Risk
hf_CodeLlama-34B,0,0.0,Average rewards,33.51111111111111,Risk,,Adj Risk
hf_CodeLlama-34B,1,0.0,Average rewards,29.866666666666667,Risk,,Adj Risk
hf_CodeLlama-34B,2,0.0,Average rewards,34.24444444444445,Risk,,Adj Risk
hf_CodeLlama-34B,3,0.0,Average rewards,25.844444444444445,Risk,,Adj Risk
hf_CodeLlama-34B,4,0.0,Average rewards,28.133333333333333,Risk,,Adj Risk
hf_CodeLlama-34B,5,0.0,Average rewards,31.288888888888888,Risk,,Adj Risk
hf_CodeLlama-34B,6,0.0,Average rewards,23.08888888888889,Risk,,Adj Risk
hf_CodeLlama-34B,7,0.0,Average rewards,27.53333333333333,Risk,,Adj Risk
hf_CodeLlama-34B,8,0.0,Average rewards,24.73333333333333,Risk,,Adj Risk
hf_CodeLlama-34B,9,0.0,Average rewards,27.4,Risk,,Adj Risk
llama_30,0,0.0222222222222222,Average rewards,33.22222222222222,Risk,1.0,Adj Risk
llama_30,1,0.0444444444444444,Average rewards,27.11111111111111,Risk,1.0,Adj Risk
llama_30,2,0.0666666666666666,Average rewards,28.6,Risk,1.5,Adj Risk
llama_30,3,0.0444444444444444,Average rewards,26.244444444444444,Risk,2.0,Adj Risk
llama_30,4,0.0444444444444444,Average rewards,34.333333333333336,Risk,1.0,Adj Risk
llama_30,5,0.0,Average rewards,24.6,Risk,0.0,Adj Risk
llama_30,6,0.0222222222222222,Average rewards,35.022222222222226,Risk,1.0,Adj Risk
llama_30,7,0.0222222222222222,Average rewards,31.75555555555556,Risk,1.0,Adj Risk
llama_30,8,0.0222222222222222,Average rewards,24.73333333333333,Risk,1.0,Adj Risk
llama_30,9,0.0,Average rewards,34.044444444444444,Risk,0.0,Adj Risk
hf_falcon-40b,0,0.6222222222222222,Average rewards,0.8,Risk,0.6829268292682927,Adj Risk
hf_falcon-40b,1,0.7555555555555555,Average rewards,0.8888888888888888,Risk,0.8095238095238095,Adj Risk
hf_falcon-40b,2,1.3555555555555556,Average rewards,1.511111111111111,Risk,1.4878048780487805,Adj Risk
hf_falcon-40b,3,0.6888888888888889,Average rewards,0.8222222222222222,Risk,0.7209302325581395,Adj Risk
hf_falcon-40b,4,0.5333333333333333,Average rewards,0.7555555555555555,Risk,0.631578947368421,Adj Risk
hf_falcon-40b,5,0.9111111111111112,Average rewards,1.022222222222222,Risk,0.9534883720930232,Adj Risk
hf_falcon-40b,6,0.9777777777777776,Average rewards,1.2,Risk,1.0476190476190477,Adj Risk
hf_falcon-40b,7,0.9111111111111112,Average rewards,1.0,Risk,0.9761904761904762,Adj Risk
hf_falcon-40b,8,0.7333333333333333,Average rewards,0.8888888888888888,Risk,0.7674418604651163,Adj Risk
hf_falcon-40b,9,1.0666666666666669,Average rewards,1.3111111111111111,Risk,1.170731707317073,Adj Risk
hf_CodeLlama-13B,0,2.2444444444444445,Average rewards,23.244444444444444,Risk,8.416666666666666,Adj Risk
hf_CodeLlama-13B,1,1.1111111111111112,Average rewards,22.022222222222226,Risk,5.0,Adj Risk
hf_CodeLlama-13B,2,1.6666666666666667,Average rewards,6.355555555555555,Risk,3.571428571428572,Adj Risk
hf_CodeLlama-13B,3,1.4,Average rewards,6.377777777777778,Risk,3.3157894736842106,Adj Risk
hf_CodeLlama-13B,4,0.7333333333333333,Average rewards,19.42222222222222,Risk,6.6,Adj Risk
hf_CodeLlama-13B,5,1.2444444444444445,Average rewards,22.666666666666668,Risk,3.111111111111111,Adj Risk
hf_CodeLlama-13B,6,7.533333333333333,Average rewards,19.73333333333333,Risk,28.25,Adj Risk
hf_CodeLlama-13B,7,1.1555555555555554,Average rewards,19.33333333333333,Risk,3.7142857142857135,Adj Risk
hf_CodeLlama-13B,8,4.5777777777777775,Average rewards,14.177777777777775,Risk,12.117647058823527,Adj Risk
hf_CodeLlama-13B,9,1.6,Average rewards,21.244444444444444,Risk,4.5,Adj Risk
llama_65,0,0.0444444444444444,Average rewards,22.91111111111111,Risk,0.5,Adj Risk
llama_65,1,0.1111111111111111,Average rewards,21.51111111111112,Risk,1.0,Adj Risk
llama_65,2,0.1333333333333333,Average rewards,29.022222222222226,Risk,2.0,Adj Risk
llama_65,3,0.0888888888888888,Average rewards,29.8,Risk,1.3333333333333333,Adj Risk
llama_65,4,0.1777777777777777,Average rewards,23.4,Risk,4.0,Adj Risk
llama_65,5,0.0444444444444444,Average rewards,21.51111111111112,Risk,1.0,Adj Risk
llama_65,6,0.1555555555555555,Average rewards,31.466666666666665,Risk,1.75,Adj Risk
llama_65,7,0.0888888888888888,Average rewards,29.33333333333333,Risk,1.3333333333333333,Adj Risk
llama_65,8,0.3777777777777777,Average rewards,23.77777777777778,Risk,5.666666666666667,Adj Risk
llama_65,9,1.8666666666666667,Average rewards,19.866666666666667,Risk,21.0,Adj Risk
hf_LongAlpaca-13B,0,0.2,Average rewards,25.066666666666663,Risk,1.8,Adj Risk
hf_LongAlpaca-13B,1,0.6444444444444445,Average rewards,9.77777777777778,Risk,1.5263157894736843,Adj Risk
hf_LongAlpaca-13B,2,0.7111111111111111,Average rewards,26.133333333333333,Risk,1.6842105263157894,Adj Risk
hf_LongAlpaca-13B,3,1.1777777777777778,Average rewards,30.35555555555555,Risk,4.076923076923077,Adj Risk
hf_LongAlpaca-13B,4,0.2444444444444444,Average rewards,25.64444444444445,Risk,1.8333333333333333,Adj Risk
hf_LongAlpaca-13B,5,1.1333333333333333,Average rewards,15.644444444444444,Risk,4.636363636363637,Adj Risk
hf_LongAlpaca-13B,6,0.1333333333333333,Average rewards,26.77777777777778,Risk,2.0,Adj Risk
hf_LongAlpaca-13B,7,0.2444444444444444,Average rewards,26.57777777777778,Risk,1.5714285714285714,Adj Risk
hf_LongAlpaca-13B,8,1.5777777777777775,Average rewards,26.044444444444444,Risk,5.461538461538462,Adj Risk
hf_LongAlpaca-13B,9,0.2222222222222222,Average rewards,28.0,Risk,1.4285714285714286,Adj Risk
claude-1,0,0.6666666666666666,Average rewards,0.8222222222222222,Risk,0.7142857142857143,Adj Risk
claude-1,1,0.8888888888888888,Average rewards,0.9555555555555556,Risk,0.9090909090909092,Adj Risk
claude-1,2,1.1777777777777778,Average rewards,1.2444444444444445,Risk,1.2045454545454546,Adj Risk
claude-1,3,0.0,Average rewards,0.2666666666666666,Risk,0.0,Adj Risk
claude-1,4,3.4444444444444446,Average rewards,14.533333333333331,Risk,4.428571428571429,Adj Risk
claude-1,5,0.0,Average rewards,0.9555555555555556,Risk,0.0,Adj Risk
claude-1,6,0.0,Average rewards,0.6222222222222222,Risk,0.0,Adj Risk
claude-1,7,0.0,Average rewards,2.7111111111111112,Risk,0.0,Adj Risk
claude-1,8,0.0,Average rewards,0.8666666666666667,Risk,0.0,Adj Risk
claude-1,9,0.0,Average rewards,0.1777777777777777,Risk,0.0,Adj Risk
hf_LongAlpaca-70B,0,1.2444444444444445,Average rewards,1.6888888888888889,Risk,1.3333333333333333,Adj Risk
hf_LongAlpaca-70B,1,0.7555555555555555,Average rewards,8.533333333333333,Risk,1.0303030303030305,Adj Risk
hf_LongAlpaca-70B,2,1.1777777777777778,Average rewards,2.933333333333333,Risk,1.394736842105263,Adj Risk
hf_LongAlpaca-70B,3,1.6222222222222222,Average rewards,2.022222222222222,Risk,1.7804878048780488,Adj Risk
hf_LongAlpaca-70B,4,1.4444444444444444,Average rewards,3.533333333333333,Risk,1.911764705882353,Adj Risk
hf_LongAlpaca-70B,5,0.8,Average rewards,4.644444444444445,Risk,1.0909090909090908,Adj Risk
hf_LongAlpaca-70B,6,1.1111111111111112,Average rewards,8.488888888888889,Risk,1.4705882352941178,Adj Risk
hf_LongAlpaca-70B,7,0.9111111111111112,Average rewards,1.6444444444444444,Risk,1.0789473684210529,Adj Risk
hf_LongAlpaca-70B,8,1.022222222222222,Average rewards,2.7777777777777777,Risk,1.3142857142857145,Adj Risk
hf_LongAlpaca-70B,9,1.3111111111111111,Average rewards,6.555555555555555,Risk,1.5945945945945943,Adj Risk
random,0,1.2222222222222223,Average rewards,1.3111111111111111,Risk,1.3095238095238095,Adj Risk
random,1,0.7333333333333333,Average rewards,0.9555555555555556,Risk,0.7674418604651163,Adj Risk
random,2,0.7777777777777778,Average rewards,0.8444444444444444,Risk,0.813953488372093,Adj Risk
random,3,0.7777777777777778,Average rewards,0.9333333333333333,Risk,0.8333333333333334,Adj Risk
random,4,0.7777777777777778,Average rewards,0.8888888888888888,Risk,0.8333333333333334,Adj Risk
random,5,0.5777777777777777,Average rewards,0.6888888888888889,Risk,0.6190476190476191,Adj Risk
random,6,0.9555555555555556,Average rewards,0.9777777777777777,Risk,0.9772727272727273,Adj Risk
random,7,0.8444444444444444,Average rewards,0.9555555555555556,Risk,0.9047619047619048,Adj Risk
random,8,1.0444444444444445,Average rewards,1.1555555555555554,Risk,1.146341463414634,Adj Risk
random,9,1.1333333333333333,Average rewards,1.2666666666666666,Risk,1.2142857142857142,Adj Risk
gpt-4,0,1.511111111111111,Average rewards,8.466666666666667,Risk,1.8888888888888888,Adj Risk
gpt-4,1,3.733333333333333,Average rewards,4.466666666666667,Risk,4.2,Adj Risk
gpt-4,2,2.2888888888888888,Average rewards,4.177777777777778,Risk,2.710526315789474,Adj Risk
gpt-4,3,9.977777777777778,Average rewards,12.911111111111111,Risk,12.135135135135137,Adj Risk
gpt-4,4,7.266666666666667,Average rewards,10.355555555555556,Risk,9.617647058823527,Adj Risk
gpt-4,5,3.644444444444445,Average rewards,9.177777777777775,Risk,4.823529411764706,Adj Risk
gpt-4,6,5.6,Average rewards,11.577777777777778,Risk,7.2,Adj Risk
gpt-4,7,7.088888888888889,Average rewards,19.33333333333333,Risk,10.633333333333333,Adj Risk
gpt-4,8,3.2666666666666666,Average rewards,11.088888888888889,Risk,5.653846153846154,Adj Risk
gpt-4,9,3.3777777777777778,Average rewards,10.666666666666666,Risk,4.108108108108108,Adj Risk
gpt-4,10,5.555555555555555,Average rewards,6.911111111111111,Risk,6.944444444444445,Adj Risk
gpt-4,11,10.266666666666667,Average rewards,14.6,Risk,14.4375,Adj Risk
gpt-4,12,6.422222222222223,Average rewards,8.977777777777778,Risk,8.257142857142858,Adj Risk
gpt-4,13,12.755555555555556,Average rewards,16.6,Risk,14.717948717948715,Adj Risk
gpt-4,14,5.288888888888889,Average rewards,6.422222222222223,Risk,5.804878048780488,Adj Risk
gpt-4,15,7.2444444444444445,Average rewards,11.333333333333334,Risk,9.314285714285717,Adj Risk
gpt-4,16,4.266666666666667,Average rewards,8.355555555555556,Risk,5.052631578947368,Adj Risk
gpt-4,17,1.933333333333333,Average rewards,3.022222222222222,Risk,2.806451612903226,Adj Risk
gpt-4,18,3.688888888888889,Average rewards,6.177777777777778,Risk,4.611111111111111,Adj Risk
gpt-4,19,4.266666666666667,Average rewards,4.688888888888889,Risk,4.682926829268292,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,0,0.8444444444444444,Average rewards,0.8888888888888888,Risk,0.8837209302325582,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,1,1.0888888888888888,Average rewards,1.2666666666666666,Risk,1.195121951219512,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,2,1.4444444444444444,Average rewards,1.5333333333333334,Risk,1.5116279069767442,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,3,0.5777777777777777,Average rewards,0.6666666666666666,Risk,0.6046511627906976,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,4,0.5777777777777777,Average rewards,0.8222222222222222,Risk,0.6190476190476191,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,5,0.7111111111111111,Average rewards,0.7555555555555555,Risk,0.7441860465116279,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,6,0.9333333333333332,Average rewards,1.022222222222222,Risk,1.0,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,7,0.7111111111111111,Average rewards,0.7777777777777778,Risk,0.7272727272727273,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,8,0.7777777777777778,Average rewards,0.8444444444444444,Risk,0.813953488372093,Adj Risk
hf_Llama-2-7b-longlora-16k-ft,9,1.0888888888888888,Average rewards,1.1111111111111112,Risk,1.1136363636363635,Adj Risk
hf_mpt-30b-instruct,0,1.3333333333333333,Average rewards,1.488888888888889,Risk,1.3953488372093024,Adj Risk
hf_mpt-30b-instruct,1,1.0888888888888888,Average rewards,1.3111111111111111,Risk,1.225,Adj Risk
hf_mpt-30b-instruct,2,0.8888888888888888,Average rewards,1.1555555555555554,Risk,0.9523809523809524,Adj Risk
hf_mpt-30b-instruct,3,1.2222222222222223,Average rewards,1.488888888888889,Risk,1.3414634146341464,Adj Risk
hf_mpt-30b-instruct,4,1.1333333333333333,Average rewards,1.1777777777777778,Risk,1.186046511627907,Adj Risk
hf_mpt-30b-instruct,5,0.8666666666666667,Average rewards,0.8666666666666667,Risk,0.8666666666666667,Adj Risk
hf_mpt-30b-instruct,6,1.1333333333333333,Average rewards,1.1777777777777778,Risk,1.1590909090909092,Adj Risk
hf_mpt-30b-instruct,7,1.5333333333333334,Average rewards,1.6,Risk,1.568181818181818,Adj Risk
hf_mpt-30b-instruct,8,0.7555555555555555,Average rewards,1.0444444444444445,Risk,0.8292682926829268,Adj Risk
hf_mpt-30b-instruct,9,1.4222222222222225,Average rewards,1.4666666666666666,Risk,1.4883720930232558,Adj Risk
llama-2-7,0,1.4444444444444444,Average rewards,5.222222222222222,Risk,1.9696969696969693,Adj Risk
llama-2-7,1,2.3777777777777778,Average rewards,4.888888888888889,Risk,2.891891891891892,Adj Risk
llama-2-7,2,1.4222222222222225,Average rewards,2.466666666666667,Risk,1.7297297297297298,Adj Risk
llama-2-7,3,0.8666666666666667,Average rewards,4.8,Risk,1.1470588235294117,Adj Risk
llama-2-7,4,1.2,Average rewards,5.377777777777778,Risk,1.588235294117647,Adj Risk
llama-2-7,5,1.4444444444444444,Average rewards,3.555555555555556,Risk,1.805555555555556,Adj Risk
llama-2-7,6,1.5333333333333334,Average rewards,2.888888888888889,Risk,1.9166666666666667,Adj Risk
llama-2-7,7,3.333333333333333,Average rewards,4.822222222222222,Risk,4.285714285714286,Adj Risk
llama-2-7,8,0.7555555555555555,Average rewards,7.266666666666667,Risk,1.0625,Adj Risk
llama-2-7,9,1.711111111111111,Average rewards,4.088888888888889,Risk,2.138888888888889,Adj Risk
llama-2-7-chat,0,2.4,Average rewards,19.57777777777778,Risk,9.818181818181818,Adj Risk
llama-2-7-chat,1,3.8,Average rewards,24.88888888888889,Risk,13.153846153846152,Adj Risk
llama-2-7-chat,2,1.3777777777777778,Average rewards,18.73333333333333,Risk,4.769230769230769,Adj Risk
llama-2-7-chat,3,0.0222222222222222,Average rewards,25.022222222222226,Risk,0.2,Adj Risk
llama-2-7-chat,4,3.088888888888889,Average rewards,14.066666666666666,Risk,8.176470588235293,Adj Risk
llama-2-7-chat,5,0.0666666666666666,Average rewards,23.68888888888889,Risk,0.5,Adj Risk
llama-2-7-chat,6,1.0666666666666669,Average rewards,15.422222222222222,Risk,3.4285714285714284,Adj Risk
llama-2-7-chat,7,1.1111111111111112,Average rewards,17.733333333333334,Risk,4.545454545454546,Adj Risk
llama-2-7-chat,8,1.1333333333333333,Average rewards,9.533333333333331,Risk,2.6842105263157894,Adj Risk
llama-2-7-chat,9,0.0888888888888888,Average rewards,18.711111111111112,Risk,0.5714285714285714,Adj Risk
hf_mpt-30b-chat,0,1.4,Average rewards,2.2888888888888888,Risk,1.6578947368421053,Adj Risk
hf_mpt-30b-chat,1,3.8,Average rewards,5.488888888888889,Risk,5.029411764705882,Adj Risk
hf_mpt-30b-chat,2,2.488888888888889,Average rewards,6.688888888888889,Risk,3.2,Adj Risk
hf_mpt-30b-chat,3,3.4,Average rewards,8.022222222222222,Risk,4.935483870967742,Adj Risk
hf_mpt-30b-chat,4,2.888888888888889,Average rewards,4.2,Risk,3.611111111111111,Adj Risk
hf_mpt-30b-chat,5,3.1777777777777776,Average rewards,5.155555555555556,Risk,3.763157894736842,Adj Risk
hf_mpt-30b-chat,6,2.977777777777778,Average rewards,5.644444444444445,Risk,3.7222222222222223,Adj Risk
hf_mpt-30b-chat,7,1.288888888888889,Average rewards,1.933333333333333,Risk,1.5263157894736843,Adj Risk
hf_mpt-30b-chat,8,0.6666666666666666,Average rewards,2.6222222222222222,Risk,0.8333333333333334,Adj Risk
hf_mpt-30b-chat,9,1.8888888888888888,Average rewards,2.844444444444445,Risk,2.236842105263158,Adj Risk
hf_Llama-2-70b-longlora-32k,0,1.3777777777777778,Average rewards,1.7555555555555555,Risk,1.5897435897435896,Adj Risk
hf_Llama-2-70b-longlora-32k,1,1.1555555555555554,Average rewards,1.4,Risk,1.238095238095238,Adj Risk
hf_Llama-2-70b-longlora-32k,2,1.2222222222222223,Average rewards,1.4444444444444444,Risk,1.3095238095238095,Adj Risk
hf_Llama-2-70b-longlora-32k,3,1.4222222222222225,Average rewards,1.8,Risk,1.5238095238095235,Adj Risk
hf_Llama-2-70b-longlora-32k,4,1.1333333333333333,Average rewards,1.6,Risk,1.3076923076923077,Adj Risk
hf_Llama-2-70b-longlora-32k,5,1.1777777777777778,Average rewards,1.4666666666666666,Risk,1.358974358974359,Adj Risk
hf_Llama-2-70b-longlora-32k,6,0.7555555555555555,Average rewards,1.3111111111111111,Risk,0.9444444444444444,Adj Risk
hf_Llama-2-70b-longlora-32k,7,1.511111111111111,Average rewards,1.5555555555555556,Risk,1.5454545454545454,Adj Risk
hf_Llama-2-70b-longlora-32k,8,0.9111111111111112,Average rewards,1.022222222222222,Risk,0.9534883720930232,Adj Risk
hf_Llama-2-70b-longlora-32k,9,0.9111111111111112,Average rewards,1.2222222222222223,Risk,1.025,Adj Risk
hf_Llama-2-13b-longlora-64k,0,1.0666666666666669,Average rewards,1.1111111111111112,Risk,1.1162790697674418,Adj Risk
hf_Llama-2-13b-longlora-64k,1,1.3111111111111111,Average rewards,1.3777777777777778,Risk,1.3409090909090908,Adj Risk
hf_Llama-2-13b-longlora-64k,2,0.8666666666666667,Average rewards,0.9777777777777776,Risk,0.9285714285714286,Adj Risk
hf_Llama-2-13b-longlora-64k,3,0.9777777777777776,Average rewards,1.1777777777777778,Risk,1.0476190476190477,Adj Risk
hf_Llama-2-13b-longlora-64k,4,0.9111111111111112,Average rewards,1.0444444444444445,Risk,0.9318181818181818,Adj Risk
hf_Llama-2-13b-longlora-64k,5,0.6888888888888889,Average rewards,1.022222222222222,Risk,0.775,Adj Risk
hf_Llama-2-13b-longlora-64k,6,1.4222222222222225,Average rewards,1.488888888888889,Risk,1.4545454545454546,Adj Risk
hf_Llama-2-13b-longlora-64k,7,0.9333333333333332,Average rewards,1.1111111111111112,Risk,1.05,Adj Risk
hf_Llama-2-13b-longlora-64k,8,1.2222222222222223,Average rewards,1.3555555555555556,Risk,1.375,Adj Risk
hf_Llama-2-13b-longlora-64k,9,1.511111111111111,Average rewards,1.8444444444444448,Risk,1.7,Adj Risk
hf_CodeLlama-7B,0,0.6666666666666666,Average rewards,1.0666666666666669,Risk,0.7692307692307693,Adj Risk
hf_CodeLlama-7B,1,0.9333333333333332,Average rewards,0.9333333333333332,Risk,0.9333333333333332,Adj Risk
hf_CodeLlama-7B,2,0.7777777777777778,Average rewards,0.8444444444444444,Risk,0.813953488372093,Adj Risk
hf_CodeLlama-7B,3,1.2,Average rewards,1.2444444444444445,Risk,1.2272727272727273,Adj Risk
hf_CodeLlama-7B,4,0.6,Average rewards,1.9777777777777776,Risk,0.7297297297297297,Adj Risk
hf_CodeLlama-7B,5,1.2222222222222223,Average rewards,1.7333333333333334,Risk,1.375,Adj Risk
hf_CodeLlama-7B,6,3.311111111111111,Average rewards,3.4444444444444446,Risk,3.386363636363636,Adj Risk
hf_CodeLlama-7B,7,0.9555555555555556,Average rewards,1.1111111111111112,Risk,1.0238095238095235,Adj Risk
hf_CodeLlama-7B,8,1.1777777777777778,Average rewards,1.2,Risk,1.2045454545454546,Adj Risk
