run,trial,task,choice,reward
5,19,2,0,1.0
5,20,2,1,0.0
5,21,3,0,0.0
5,22,1,1,0.0
5,23,2,0,0.0
5,24,4,0,1.0
5,25,1,0,0.0
5,26,4,0,0.0
5,27,1,1,0.0
5,28,4,0,1.0
5,29,3,1,1.0
5,30,3,1,0.0
5,31,2,0,1.0
5,32,2,0,0.0
5,33,2,0,1.0
5,34,3,1,0.0
5,35,4,0,1.0
5,36,3,1,1.0
5,37,1,0,0.0
5,38,4,0,1.0
5,39,4,0,0.0
5,40,3,1,1.0
5,41,2,0,1.0
5,42,1,1,1.0
5,43,1,1,0.0
5,44,4,0,1.0
5,45,3,1,1.0
5,46,2,0,1.0
5,47,1,1,0.0
5,48,2,0,1.0
5,49,1,1,0.0
5,50,1,1,0.0
5,51,1,1,0.0
5,52,4,0,0.0
5,53,1,1,1.0
5,54,3,1,0.0
5,55,2,0,1.0
5,56,2,0,1.0
5,57,3,1,1.0
5,58,4,0,1.0
5,59,3,1,1.0
5,60,4,0,1.0
5,61,3,1,1.0
5,62,2,0,0.0
5,63,4,0,1.0
5,64,2,0,0.0
5,65,1,1,1.0
5,66,4,0,1.0
5,67,2,1,0.0
5,68,1,1,0.0
5,69,4,0,1.0
5,70,1,1,0.0
5,71,4,0,0.0
5,72,1,1,0.0
5,73,2,0,1.0
5,74,4,0,1.0
5,75,3,1,0.0
5,76,3,0,0.0
5,77,3,1,1.0
5,78,3,1,1.0
5,79,2,1,0.0
5,80,1,1,0.0
5,81,2,0,1.0
5,82,2,0,1.0
5,83,4,0,0.0
5,84,4,0,1.0
5,85,1,0,1.0
5,86,4,0,1.0
5,87,1,0,0.0
5,88,2,0,0.0
5,89,1,1,0.0
5,90,2,0,1.0
5,91,3,1,1.0
5,92,3,1,1.0
5,93,3,1,1.0
5,94,4,0,1.0
5,95,3,1,0.0
6,0,2,1,0.0
6,1,2,0,1.0
6,2,2,0,0.0
6,3,4,1,1.0
6,4,4,1,1.0
6,5,1,0,0.0
6,6,2,0,1.0
6,7,1,0,0.0
6,8,3,1,0.0
6,9,4,0,1.0
6,10,3,0,0.0
6,11,1,1,1.0
6,12,1,1,0.0
6,13,4,0,0.0
6,14,3,0,0.0
6,15,3,1,1.0
6,16,4,0,0.0
6,17,4,1,1.0
6,18,3,1,1.0
6,19,2,0,1.0
6,20,1,1,0.0
6,21,3,1,1.0
6,22,3,0,1.0
6,23,2,1,0.0
6,24,1,1,1.0
6,25,2,0,1.0
6,26,1,1,0.0
6,27,3,1,1.0
6,28,4,0,1.0
6,29,1,1,0.0
6,30,4,0,1.0
6,31,2,0,0.0
6,32,4,1,1.0
6,33,4,1,1.0
6,34,3,1,1.0
6,35,1,0,0.0
6,36,1,1,0.0
6,37,1,0,1.0
6,38,2,0,1.0
6,39,1,0,0.0
6,40,4,0,0.0
6,41,2,0,0.0
6,42,2,1,0.0
6,43,3,1,1.0
6,44,4,0,1.0
6,45,3,1,0.0
6,46,3,0,0.0
6,47,2,0,0.0
6,48,2,1,0.0
6,49,4,0,1.0
6,50,1,1,0.0
6,51,1,0,1.0
6,52,4,0,0.0
6,53,1,1,0.0
6,54,3,1,1.0
6,55,2,0,1.0
6,56,2,0,1.0
6,57,4,0,1.0
6,58,3,1,1.0
6,59,3,1,0.0
6,60,2,0,0.0
6,61,3,1,1.0
6,62,1,0,0.0
6,63,4,0,1.0
6,64,3,1,1.0
6,65,4,0,1.0
6,66,4,0,0.0
6,67,2,0,1.0
6,68,3,1,0.0
6,69,1,0,1.0
6,70,4,0,1.0
6,71,3,1,1.0
6,72,1,0,0.0
6,73,4,0,1.0
6,74,2,0,0.0
6,75,3,1,1.0
6,76,2,0,1.0
6,77,2,0,1.0
6,78,1,0,0.0
6,79,1,1,0.0
6,80,2,0,1.0
6,81,2,0,1.0
6,82,4,0,1.0
6,83,3,1,0.0
6,84,2,0,0.0
6,85,1,1,0.0
6,86,3,1,1.0
6,87,1,0,0.0
6,88,3,1,1.0
6,89,3,1,1.0
6,90,4,0,1.0
6,91,2,0,1.0
6,92,4,1,0.0
6,93,4,0,1.0
6,94,1,0,1.0
6,95,1,0,0.0
7,0,2,0,1.0
7,1,3,1,1.0
7,2,2,0,0.0
7,3,4,1,1.0
7,4,3,1,1.0
7,5,1,0,1.0
7,6,4,1,1.0
7,7,2,0,1.0
7,8,2,0,1.0
7,9,3,1,1.0
7,10,4,1,0.0
7,11,4,1,1.0
7,12,3,1,0.0
7,13,1,0,0.0
7,14,1,0,0.0
7,15,1,1,0.0
7,16,3,0,0.0
7,17,4,1,0.0
7,18,4,0,1.0
7,19,3,0,1.0
7,20,1,0,0.0
7,21,2,0,1.0
7,22,4,1,1.0
7,23,2,0,1.0
7,24,1,0,0.0
7,25,1,1,0.0
7,26,2,0,0.0
7,27,2,0,1.0
7,28,1,1,1.0
7,29,3,0,0.0
7,30,3,1,1.0
7,31,4,1,1.0
7,32,2,0,1.0
7,33,3,1,1.0
7,34,4,1,1.0
7,35,1,1,0.0
7,36,4,1,1.0
7,37,3,1,0.0
7,38,1,0,1.0
7,39,1,1,0.0
7,40,2,0,1.0
7,41,2,0,0.0
7,42,3,1,1.0
7,43,3,1,1.0
7,44,1,0,0.0
7,45,4,1,0.0
7,46,4,1,1.0
7,47,2,0,1.0
7,48,4,1,0.0
7,49,1,0,0.0
7,50,4,1,1.0
7,51,1,0,0.0
7,52,1,0,0.0
7,53,3,1,1.0
7,54,3,1,1.0
7,55,3,0,0.0
7,56,2,0,1.0
7,57,2,0,0.0
7,58,2,0,1.0
7,59,4,1,1.0
7,60,4,1,1.0
7,61,1,1,1.0
7,62,2,1,0.0
7,63,3,1,0.0
7,64,4,1,1.0
7,65,2,0,0.0
7,66,2,0,1.0
7,67,3,1,0.0
7,68,3,0,0.0
7,69,2,0,1.0
7,70,4,1,0.0
7,71,3,1,1.0
7,72,1,0,0.0
7,73,2,0,1.0
7,74,4,1,1.0
7,75,3,1,1.0
7,76,1,0,0.0
7,77,1,0,0.0
7,78,1,1,1.0
7,79,4,1,1.0
7,80,2,0,1.0
7,81,4,1,0.0
7,82,4,0,1.0
7,83,3,1,1.0
7,84,4,1,1.0
7,85,3,1,1.0
7,86,2,0,0.0
7,87,3,1,1.0
7,88,1,0,0.0
7,89,1,1,0.0
7,90,4,1,1.0
7,91,1,1,1.0
7,92,2,0,1.0
7,93,3,1,0.0
7,94,2,0,1.0
7,95,1,1,0.0
8,0,4,0,1.0
8,1,1,1,0.0
8,2,3,0,0.0
8,3,2,0,1.0
8,4,2,0,1.0
8,5,1,1,1.0
8,6,4,0,1.0
8,7,4,0,0.0
8,8,4,1,1.0
8,9,2,0,0.0
8,10,1,1,0.0
8,11,3,0,0.0
8,12,3,0,0.0
8,13,1,1,0.0
8,14,2,1,0.0
8,15,3,1,0.0
8,16,1,0,1.0
8,17,3,0,0.0
8,18,1,0,0.0
8,19,3,0,0.0
8,20,2,0,1.0
8,21,2,0,0.0
8,22,2,0,1.0
8,23,4,1,1.0
8,24,1,0,0.0
8,25,4,0,0.0
8,26,4,1,1.0
8,27,4,1,1.0
8,28,3,0,0.0
8,29,1,0,0.0
8,30,3,0,1.0
8,31,2,0,1.0
8,32,4,1,1.0
8,33,4,1,1.0
8,34,1,0,0.0
8,35,3,0,1.0
8,36,3,0,0.0
8,37,1,0,0.0
8,38,3,0,0.0
8,39,2,0,1.0
8,40,2,0,1.0
8,41,2,0,1.0
8,42,4,1,1.0
8,43,1,0,0.0
8,44,2,0,0.0
8,45,4,1,0.0
8,46,1,0,1.0
8,47,3,0,0.0
8,48,1,0,0.0
8,49,4,1,0.0
8,50,1,0,0.0
8,51,2,0,1.0
8,52,2,0,0.0
8,53,2,0,1.0
8,54,3,0,0.0
8,55,1,0,1.0
8,56,1,0,0.0
8,57,3,0,0.0
8,58,2,0,1.0
8,59,3,0,0.0
8,60,4,1,1.0
8,61,3,1,0.0
8,62,4,1,1.0
8,63,4,1,1.0
8,64,1,1,0.0
8,65,2,0,1.0
8,66,3,1,0.0
8,67,2,0,1.0
8,68,3,0,0.0
8,69,1,0,0.0
8,70,4,1,0.0
8,71,1,1,0.0
8,72,4,1,1.0
8,73,4,1,1.0
8,74,3,0,0.0
8,75,2,0,0.0
8,76,4,1,1.0
8,77,2,0,1.0
8,78,3,0,0.0
8,79,1,0,1.0
8,80,3,0,0.0
8,81,3,0,0.0
8,82,2,0,1.0
8,83,4,1,0.0
8,84,1,0,0.0
8,85,1,0,0.0
8,86,2,0,0.0
8,87,4,1,1.0
8,88,3,1,0.0
8,89,4,1,1.0
8,90,3,1,1.0
8,91,4,1,1.0
8,92,1,1,1.0
8,93,1,1,0.0
8,94,2,0,1.0
8,95,2,0,1.0
9,0,1,1,0.0
9,1,4,1,1.0
9,2,1,0,0.0
9,3,4,0,1.0
9,4,2,1,0.0
9,5,1,0,1.0
9,6,1,0,0.0
9,7,2,0,1.0
9,8,3,1,1.0
9,9,3,1,0.0
9,10,4,0,1.0
9,11,3,0,0.0
9,12,4,1,0.0
9,13,3,0,0.0
9,14,2,0,0.0
9,15,2,1,0.0
9,16,3,0,0.0
9,17,2,0,1.0
9,18,4,1,1.0
9,19,2,0,1.0
9,20,1,0,1.0
9,21,3,0,1.0
9,22,3,1,1.0
9,23,2,0,0.0
9,24,1,1,0.0
9,25,4,0,1.0
9,26,1,1,0.0
9,27,4,0,1.0
9,28,1,0,0.0
9,29,2,1,0.0
9,30,3,0,0.0
9,31,4,1,0.0
9,32,2,0,1.0
9,33,2,0,1.0
9,34,4,0,0.0
9,35,1,0,1.0
9,36,3,1,1.0
9,37,1,0,0.0
9,38,3,1,0.0
9,39,1,0,0.0
9,40,3,0,0.0
9,41,2,0,1.0
9,42,4,1,1.0
9,43,3,1,1.0
9,44,4,1,1.0
9,45,4,1,1.0
9,46,2,1,1.0
9,47,1,0,0.0
9,48,4,1,1.0
9,49,2,1,1.0
9,50,4,1,1.0
9,51,2,1,0.0
9,52,4,1,1.0
9,53,2,0,1.0
9,54,2,0,1.0
9,55,3,0,0.0
9,56,1,0,0.0
9,57,1,1,0.0
9,58,1,0,1.0
9,59,1,0,0.0
9,60,3,1,1.0
9,61,4,1,0.0
9,62,3,0,1.0
9,63,3,0,0.0
9,64,3,1,1.0
9,65,4,1,1.0
9,66,2,1,0.0
9,67,2,0,1.0
9,68,1,0,0.0
9,69,1,1,1.0
9,70,1,1,0.0
9,71,3,0,1.0
9,72,2,0,1.0
9,73,4,1,1.0
9,74,4,1,1.0
9,75,1,0,0.0
9,76,4,1,0.0
9,77,3,0,0.0
9,78,2,1,1.0
9,79,3,1,1.0
9,80,1,0,0.0
9,81,2,0,0.0
9,82,3,1,1.0
9,83,4,1,1.0
9,84,4,1,0.0
9,85,3,0,1.0
9,86,1,0,0.0
9,87,4,1,1.0
9,88,1,1,0.0
9,89,2,0,1.0
9,90,2,1,0.0
9,91,3,1,1.0
9,92,3,1,1.0
9,93,2,0,1.0
9,94,1,0,1.0
9,95,4,0,1.0
10,0,1,0,1.0
10,1,4,1,1.0
10,2,2,0,1.0
10,3,2,0,1.0
10,4,4,1,1.0
10,5,1,0,0.0
10,6,3,1,1.0
10,7,2,1,1.0
10,8,1,0,0.0
10,9,1,0,0.0
10,10,3,1,1.0
10,11,3,0,1.0
10,12,2,1,0.0
10,13,4,1,1.0
10,14,4,1,0.0
10,15,3,1,1.0
10,16,2,0,1.0
10,17,2,0,0.0
10,18,2,0,1.0
10,19,4,1,1.0
10,20,3,1,1.0
10,21,1,0,0.0
10,22,4,1,1.0
10,23,3,1,0.0
10,24,1,0,0.0
10,25,4,1,0.0
10,26,1,0,0.0
10,27,2,1,0.0
10,28,4,1,1.0
10,29,3,1,1.0
10,30,3,1,1.0
10,31,1,0,1.0
10,32,1,0,1.0
10,33,2,0,0.0
10,34,2,0,1.0
10,35,1,0,0.0
10,36,1,0,0.0
10,37,3,1,1.0
10,38,3,1,0.0
10,39,3,1,1.0
10,40,3,1,1.0
10,41,4,1,1.0
10,42,2,0,1.0
10,43,2,0,1.0
10,44,4,1,1.0
10,45,1,1,0.0
10,46,4,1,0.0
10,47,4,0,1.0
10,48,1,1,0.0
10,49,4,1,1.0
10,50,1,0,1.0
10,51,1,0,0.0
10,52,2,0,0.0
10,53,4,1,1.0
10,54,3,1,1.0
10,55,2,0,1.0
10,56,3,1,1.0
10,57,3,1,0.0
10,58,1,0,0.0
10,59,4,1,1.0
10,60,2,0,1.0
10,61,4,1,0.0
10,62,2,0,1.0
10,63,3,1,1.0
10,64,3,1,1.0
10,65,3,1,1.0
10,66,4,1,0.0
10,67,3,1,1.0
10,68,4,1,1.0
10,69,3,1,0.0
10,70,2,0,1.0
10,71,1,0,0.0
10,72,1,0,1.0
10,73,4,1,1.0
10,74,2,0,1.0
10,75,1,0,0.0
10,76,2,0,0.0
10,77,4,1,1.0
10,78,1,0,0.0
10,79,2,0,1.0
10,80,3,1,1.0
10,81,1,0,0.0
10,82,1,0,1.0
10,83,2,0,0.0
10,84,3,1,1.0
10,85,1,0,0.0
10,86,2,0,1.0
10,87,4,1,1.0
10,88,1,0,0.0
10,89,3,1,0.0
10,90,4,1,0.0
10,91,2,0,1.0
10,92,4,1,1.0
10,93,2,0,1.0
10,94,3,1,1.0
10,95,4,1,1.0
11,0,3,1,1.0
11,1,4,0,0.0
11,2,2,1,0.0
11,3,1,1,1.0
11,4,1,1,0.0
11,5,1,0,0.0
11,6,1,0,0.0
11,7,4,1,1.0
11,8,2,1,0.0
11,9,2,0,1.0
11,10,4,1,1.0
11,11,4,1,1.0
11,12,3,1,0.0
11,13,2,0,0.0
11,14,3,1,1.0
11,15,3,1,1.0
11,16,1,0,0.0
11,17,4,1,1.0
11,18,3,1,0.0
11,19,4,1,1.0
11,20,2,0,0.0
11,21,2,0,1.0
11,22,1,0,0.0
11,23,1,0,1.0
11,24,4,1,0.0
11,25,1,1,0.0
11,26,3,1,1.0
11,27,4,0,1.0
11,28,3,0,0.0
11,29,2,0,1.0
11,30,2,1,0.0
11,31,3,1,1.0
11,32,4,0,1.0
11,33,2,1,0.0
11,34,3,1,0.0
11,35,4,1,1.0
11,36,3,0,0.0
11,37,1,0,0.0
11,38,4,0,0.0
11,39,2,0,0.0
11,40,4,0,1.0
11,41,1,0,0.0
11,42,2,0,1.0
11,43,2,0,1.0
11,44,1,1,1.0
11,45,3,1,1.0
11,46,3,1,1.0
11,47,1,0,0.0
11,48,3,1,1.0
11,49,2,0,0.0
11,50,2,1,0.0
11,51,3,1,0.0
11,52,1,1,0.0
11,53,3,1,1.0
11,54,1,0,0.0
11,55,4,0,0.0
11,56,2,1,0.0
11,57,4,1,1.0
11,58,4,1,1.0
11,59,3,1,1.0
11,60,4,0,1.0
11,61,1,0,0.0
11,62,2,1,0.0
11,63,1,1,0.0
11,64,2,1,0.0
11,65,2,0,1.0
11,66,3,1,1.0
11,67,1,1,0.0
11,68,4,1,1.0
11,69,3,1,1.0
11,70,1,0,0.0
11,71,1,0,1.0
11,72,2,0,1.0
11,73,2,1,1.0
11,74,4,1,1.0
11,75,3,0,0.0
11,76,1,1,0.0
11,77,3,1,0.0
11,78,4,1,0.0
11,79,4,0,1.0
11,80,4,0,0.0
11,81,2,0,1.0
11,82,4,1,1.0
11,83,1,0,0.0
11,84,2,0,0.0
11,85,3,1,1.0
11,86,3,1,0.0
11,87,3,1,1.0
11,88,1,0,0.0
11,89,2,1,0.0
11,90,1,1,0.0
11,91,4,1,1.0
11,92,4,1,1.0
11,93,1,0,1.0
11,94,2,0,1.0
11,95,3,1,1.0
12,0,4,1,1.0
12,1,1,0,1.0
12,2,1,0,0.0
12,3,3,1,0.0
12,4,4,0,1.0
12,5,4,0,0.0
12,6,2,1,0.0
12,7,2,1,0.0
12,8,2,0,0.0
12,9,2,1,0.0
12,10,4,0,1.0
12,11,1,0,0.0
